cluster,city,submitted_keyword,grouped_submitted_keywords,returned_keyword,close_variants,average_monthly_searches,competition,competition_index,average_cpc_gbp,low_top_of_page_gbp,high_top_of_page_gbp,monthly_search_volumes,geography_method,observed_at
vertical_leads,United Kingdom,builder leads,builder leads,builder leads,,40,MEDIUM,50,55.1440,6.4242,23.7886,2025-august:40|2025-september:40|2025-october:50|2025-november:30|2025-december:30|2026-january:40|2026-february:50|2026-march:40|2026-april:20|2026-may:50|2026-june:40|2026-july:50,buyer_intent_query_under_uk_target,2026-09-03
vertical_leads,United Kingdom,cleaning leads,cleaning leads,cleaning leads,,70,HIGH,75,28.1313,6.8854,35.2730,2025-august:70|2025-september:70|2025-october:70|2025-november:50|2025-december:40|2026-january:70|2026-february:50|2026-march:90|2026-april:50|2026-may:140|2026-june:70|2026-july:50,buyer_intent_query_under_uk_target,2026-09-03
vertical_leads,United Kingdom,garage door leads,garage door leads,garage door leads,,10,HIGH,67,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:0|2025-december:0|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,buyer_intent_query_under_uk_target,2026-09-03
trade_marketing,United Kingdom,lead generation for tradesmen,lead generation for tradesmen,lead generation for tradesmen,,10,HIGH,86,0.0000,0.0000,0.0000,2025-august:10|2025-september:110|2025-october:10|2025-november:0|2025-december:0|2026-january:10|2026-february:10|2026-march:30|2026-april:10|2026-may:10|2026-june:10|2026-july:10,buyer_intent_query_under_uk_target,2026-09-03
trade_marketing,United Kingdom,lead generation for plumbers,lead generation for plumbers,lead generation for plumbers,,30,LOW,10,12.1015,7.2971,26.0481,2025-august:10|2025-september:140|2025-october:10|2025-november:10|2025-december:20|2026-january:30|2026-february:30|2026-march:50|2026-april:20|2026-may:10|2026-june:10|2026-july:30,buyer_intent_query_under_uk_target,2026-09-03
trade_marketing,United Kingdom,marketing for tradesmen,marketing for tradesmen,marketing for tradesmen,,70,MEDIUM,55,0.0000,2.8748,11.7426,2025-august:50|2025-september:320|2025-october:90|2025-november:70|2025-december:50|2026-january:20|2026-february:30|2026-march:90|2026-april:30|2026-may:20|2026-june:30|2026-july:20,buyer_intent_query_under_uk_target,2026-09-03
trade_marketing,United Kingdom,marketing for plumbers,marketing for plumbers,marketing for plumbers,,90,LOW,10,9.1223,2.5412,12.6061,2025-august:40|2025-september:480|2025-october:50|2025-november:20|2025-december:40|2026-january:70|2026-february:50|2026-march:90|2026-april:40|2026-may:10|2026-june:40|2026-july:110,buyer_intent_query_under_uk_target,2026-09-03
trade_marketing,United Kingdom,seo for tradesmen,seo for tradesmen,seo for tradesmen,,170,LOW,14,0.0000,3.4731,10.0538,2025-august:110|2025-september:590|2025-october:20|2025-november:20|2025-december:20|2026-january:90|2026-february:140|2026-march:140|2026-april:110|2026-may:110|2026-june:210|2026-july:260,buyer_intent_query_under_uk_target,2026-09-03
trade_marketing,United Kingdom,seo for plumbers,seo for plumbers,seo for plumbers,,390,LOW,13,16.8500,2.9680,8.1138,2025-august:140|2025-september:1900|2025-october:210|2025-november:140|2025-december:140|2026-january:320|2026-february:210|2026-march:590|2026-april:320|2026-may:260|2026-june:260|2026-july:320,buyer_intent_query_under_uk_target,2026-09-03
trade_marketing,United Kingdom,local seo for plumbers,local seo for plumbers,local seo for plumbers,,170,LOW,5,16.6295,0.0000,0.0000,2025-august:40|2025-september:720|2025-october:70|2025-november:90|2025-december:90|2026-january:320|2026-february:260|2026-march:210|2026-april:90|2026-may:70|2026-june:90|2026-july:40,buyer_intent_query_under_uk_target,2026-09-03
trade_marketing,United Kingdom,google ads for tradesmen,google ads for tradesmen,google ads for tradesmen,,10,HIGH,86,7.7571,4.6658,16.1361,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:20|2026-april:10|2026-may:10|2026-june:30|2026-july:10,buyer_intent_query_under_uk_target,2026-09-03
trade_marketing,United Kingdom,google ads for plumbers,google ads for plumbers,google ads for plumbers,,30,MEDIUM,64,31.6015,5.5529,32.1850,2025-august:10|2025-september:140|2025-october:20|2025-november:30|2025-december:10|2026-january:40|2026-february:30|2026-march:20|2026-april:10|2026-may:10|2026-june:10|2026-july:10,buyer_intent_query_under_uk_target,2026-09-03
trade_marketing,United Kingdom,digital marketing for tradesmen,digital marketing for tradesmen,digital marketing for tradesmen,,50,LOW,24,4.7831,2.5219,5.1774,2025-august:30|2025-september:390|2025-october:70|2025-november:40|2025-december:30|2026-january:40|2026-february:10|2026-march:20|2026-april:20|2026-may:10|2026-june:20|2026-july:10,buyer_intent_query_under_uk_target,2026-09-03
trade_marketing,United Kingdom,trade marketing agency,trade marketing agency,trade marketing agency,,10,LOW,31,3.3286,1.4909,4.0191,2025-august:10|2025-september:50|2025-october:10|2025-november:10|2025-december:10|2026-january:20|2026-february:10|2026-march:10|2026-april:20|2026-may:10|2026-june:10|2026-july:10,buyer_intent_query_under_uk_target,2026-09-03
vertical_leads,United Kingdom,drainage leads,drainage leads,drainage leads,,20,MEDIUM,61,6.4520,8.1689,28.4140,2025-august:30|2025-september:20|2025-october:30|2025-november:10|2025-december:20|2026-january:20|2026-february:10|2026-march:10|2026-april:30|2026-may:10|2026-june:20|2026-july:20,buyer_intent_query_under_uk_target,2026-09-03
vertical_leads,United Kingdom,asbestos survey leads,asbestos survey leads,asbestos survey leads,,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,,buyer_intent_query_under_uk_target,2026-09-03
vertical_leads,United Kingdom,fire risk assessment leads,fire risk assessment leads,fire risk assessment leads,,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,,buyer_intent_query_under_uk_target,2026-09-03
vertical_leads,United Kingdom,house clearance leads,house clearance leads,house clearance leads,,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,,buyer_intent_query_under_uk_target,2026-09-03
trade_marketing,United Kingdom,local seo for tradesmen,local seo for tradesmen,local seo for tradesmen,,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,,buyer_intent_query_under_uk_target,2026-09-03
