source_id,source_name,source_type,url,observed_at,status,supports,limitations
S43,Community Life Survey 2024-25,government-statistics,https://www.gov.uk/government/statistics/community-life-survey-202425-annual-publication/community-life-survey-202425-headline-findings,2026-09-03,historical-primary,England loneliness belonging and trust measures,Survey period and definitions differ from ONS pulse survey
S44,ONS public opinions January 2025,government-statistics,https://www.ons.gov.uk/peoplepopulationandcommunity/wellbeing/bulletins/publicopinionsandsocialtrendsgreatbritain/january2025,2026-09-03,historical-primary,Great Britain loneliness frequency and age distribution,Pulse survey is not willingness-to-pay evidence
S45,Oxford Breaking Bread study,academic-research,https://ora.ox.ac.uk/objects/uuid%3Af9c3317e-b18c-42f4-85da-c93a6b9f245e/files/m0e5923d218213be5f8615c94ba2202bd,2026-09-03,historical-primary,Association between social eating and social wellbeing measures,Observational association is not causal product evidence
S46,Oxford shared meals and wellbeing,academic-summary,https://wellbeing.hmc.ox.ac.uk/publications/sharing-meals-is-associated-with-greater-wellbeing/,2026-09-03,live-primary,Global association between shared meals and wellbeing,Association does not prove effects of paid stranger dining
S47,Pew online dating survey 2023,research-report,https://www.pewresearch.org/internet/2023/02/02/from-looking-for-love-to-swiping-the-field-online-dating-in-the-u-s/,2026-09-03,historical-primary,US online-dating experience and unwanted-behaviour measures,US survey fielded in 2022 and not a UK 2026 estimate
S48,Ofcom age-assurance update,regulator-guidance,https://www.ofcom.org.uk/online-safety/protecting-children/age-checks-helping-make-online-experiences-safer-for-uk-children-but-job-not-done-and-tech-industry-must-act-to-strengthen-protections,2026-09-03,live-primary,Under-18 dating-app access and call for stronger checks,Exact service duties depend on product functionality
S49,Ofcom women and girls online safety,regulator-guidance,https://www.ofcom.org.uk/online-safety/illegal-and-harmful-content/the-online-safety-act-a-safer-life-online-for-women-and-girls2,2026-09-03,live-primary,Online Safety Act application to dating apps,Legal scope requires service-specific analysis
S50,ICO profiling guidance,regulator-guidance,https://ico.org.uk/for-organisations/uk-gdpr-guidance-and-resources/individual-rights/individual-rights/rights-related-to-automated-decision-making-including-profiling/,2026-09-03,live-primary,Profiling transparency lawful basis rights and safeguards,Guidance is under review after the 2025 Act
S51,ICO Data Use and Access Act summary,regulator-guidance,https://ico.org.uk/about-the-ico/what-we-do/legislation-we-cover/data-use-and-access-act-2025/the-data-use-and-access-act-2025-duaa-summary-of-the-changes/data-protection/,2026-09-03,live-primary,Current summary of automated-decision changes and safeguards,Summary does not replace detailed legal advice
S52,ICO DPIA guidance,regulator-guidance,https://ico.org.uk/for-organisations/uk-gdpr-guidance-and-resources/accountability-and-governance/data-protection-impact-assessments-dpias/when-do-we-need-to-do-a-dpia/,2026-09-03,live-primary,DPIA triggers for profiling sensitive data and innovative technology,Risk determination depends on actual processing
S53,ICO AI lawfulness,regulator-guidance,https://ico.org.uk/for-organisations/uk-gdpr-guidance-and-resources/artificial-intelligence/guidance-on-ai-and-data-protection/how-do-we-ensure-lawfulness-in-ai/,2026-09-03,live-primary,Article 6 and Article 9 requirements for sensitive data,AI guidance must be applied to the actual system
S54,ICO electronic marketing guidance,regulator-guidance,https://ico.org.uk/for-organisations/direct-marketing-and-privacy-and-electronic-communications/guidance-on-direct-marketing-using-electronic-mail/how-do-we-comply-with-the-pecr-electronic-mail-marketing-rules/,2026-09-03,live-primary,Consent and soft-opt-in rules for electronic marketing,Transactional and marketing classification depends on message content
S55,Consumer Contracts Regulations guidance,government-guidance,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/429300/bis-13-1368-consumer-contracts-information-cancellation-and-additional-payments-regulations-guidance.pdf,2026-09-03,historical-primary,Specific-date catering and leisure cancellation exception,Older implementation guidance and not legal advice on a specific credit product
S56,HSE crowd safety risk assessment,regulator-guidance,https://www.hse.gov.uk/event-safety/crowd-management-assess.htm,2026-09-03,live-primary,Proportionate event risk audience venue and emergency planning,Small restaurant events require context-specific application
S57,GOV.UK voluntary-event guide,government-guidance,https://www.gov.uk/government/publications/can-do-guide-for-organisers-of-voluntary-events/the-can-do-guide-to-organising-and-running-voluntary-and-community-events,2026-09-03,live-primary,Insurance planning and non-universal public-liability requirement,Written for voluntary and community events rather than this exact business
S58,GOV.UK employers liability insurance,government-guidance,https://www.gov.uk/employers-liability-insurance,2026-09-03,live-primary,Employer insurance obligation and minimum cover,Host employment status requires fact-specific advice
S59,British Business Bank Equity Tracker 2026,government-bank-research,https://www.british-business-bank.co.uk/news-and-events/news/ai-dominates-uk-smaller-business-equity-market-record-investment-share-overall-funding-falls,2026-09-03,live-primary,UK 2025 smaller-business equity value deal-count and sector-concentration evidence,Headline release does not establish availability or terms for this company
S60,British Business Bank Equity Tracker 2025,government-bank-research,https://www.british-business-bank.co.uk/sites/g/files/sovrnj166/files/2025-06/small-business-equity-tracker-report-2025.pdf,2026-09-03,historical-primary,UK 2024 seed-deal distribution and Bank-supported sector allocation,Historical aggregate data is skewed and not a valuation benchmark
S61,British Business Bank Finance Markets 2026,government-bank-research,https://www.british-business-bank.co.uk/about/research-and-publications/small-business-finance-markets-report-2026,2026-09-03,live-primary,Current UK smaller-business finance conditions and equity contraction,Economy-wide evidence does not determine company-specific funding access
S62,HMRC Seed Enterprise Investment Scheme guidance,government-guidance,https://www.gov.uk/guidance/venture-capital-schemes-apply-to-use-the-seed-enterprise-investment-scheme,2026-09-03,live-primary,Current SEIS company limits and eligibility conditions,Eligibility and continuing compliance require professional review
S63,HMRC Enterprise Investment Scheme guidance,government-guidance,https://www.gov.uk/guidance/venture-capital-schemes-apply-for-the-enterprise-investment-scheme,2026-09-03,live-primary,Current EIS company and investment conditions,Eligibility and investor relief are not guaranteed
S64,Start Up Loans product terms,government-finance,https://www.startuploans.co.uk/about-the-loan/,2026-09-03,live-primary,Current personal-loan range business cap and support terms,Personal repayment exposure remains if the company fails
S65,South West Investment Fund,government-bank-finance,https://www.british-business-bank.co.uk/finance-options/nations-and-regions-investment-funds/south-west-investment-fund,2026-09-03,live-primary,Current published debt and equity ranges for eligible South West businesses,Fund availability does not establish fit approval price or terms
S66,Timeleft founder operating interview,founder-interview,https://timfrin.substack.com/p/inside-timelefts-journey-to-connecting,2026-09-03,historical-secondary,Founder account of low-code validation expansion operating correction and 2025 scale,Company-reported figures are unaudited and the interview may omit failures
S67,Timeleft founder expansion account,founder-post,https://www.linkedin.com/posts/maximebarbier_inside-timelefts-journey-to-connecting-150000-activity-7428030228142120961-pfhd,2026-09-03,historical-primary,Founder account of pivots low-code scale and breadth-before-depth error,Promotional retrospective and unaudited company metrics
S68,Timeleft LinkedIn company profile,company-profile,https://www.linkedin.com/company/timeleft/,2026-09-03,live-primary,Company-reported team participant and annual-recurring-revenue scale,Self-reported metrics are dynamic and unaudited
S69,Y Combinator 222 company profile,investor-portfolio,https://www.ycombinator.com/companies/222,2026-09-03,live-primary,Current company description batch team and operating status,Investor-hosted company information is not audited performance evidence
S70,Y Combinator 222 Series A announcement,investor-announcement,https://www.linkedin.com/posts/y-combinator_222-has-raised-a-101m-series-a-to-build-activity-7409278348771680256-OXjd,2026-09-03,historical-primary,Reported December 2025 Series A amount city count and product positioning,Announcement does not disclose valuation economics or investor diligence
S71,Thursday investor page,company-investor-page,https://invest.thursday.com/,2026-09-03,live-primary,Current fundraising narrative network claims revenue projection and venture ambition,Promotional projections and calculator are illustrative rather than audited results
S72,Bumble Geneva acquisition announcement,public-company-announcement,https://ir.bumble.com/news/news-details/2024/Bumble-Inc.-Signs-Agreement-to-Acquire-Group-and-Community-App-Geneva/default.aspx,2026-09-03,historical-primary,Strategic rationale for extending BFF into groups and communities,Announcement did not disclose transaction price or prove later integration success
S73,Eventbrite acquisition closing filing,regulatory-filing,https://www.sec.gov/Archives/edgar/data/1475115/000114036126008636/ef20067526_8k.htm,2026-09-03,historical-primary,March 2026 completion of acquisition by Bending Spoons,Infrastructure consolidation does not imply a valuation for managed social events
S74,Match Group business overview,public-company-investor-material,https://ir.mtch.com/files/doc_downloads/Match-Group-Business-Overview-January-2024-vF.pdf,2026-09-03,historical-primary,Match ownership and transformation of Hinge following acquisition,Investor presentation is dated and not an acquisition-comparable valuation source
S75,Lectures on Tap homepage,operator-site,https://lecturesontap.com/,2026-09-03,live-primary,Current lecture format speaker venue city and ticket mechanics,Homepage city text is inconsistent with the current cities page
S76,Lectures on Tap cities,operator-listing,https://lecturesontap.com/cities,2026-09-03,live-primary,Nine current city ticket links and three announced launch cities,City links do not establish event frequency or profitability
S77,Lectures on Tap membership,operator-pricing,https://lecturesontap.com/members,2026-09-03,live-primary,Current 49.99 dollar monthly price fifty-member city cap benefits and ticket exclusion,Does not disclose filled membership places churn or member attendance
S78,Forbes Lectures on Tap founder profile,press-interview,https://www.forbes.com/sites/menamirhom/2026/08/24/the-bar-is-now-a-classroom-inside-the-rise-of-lectures-on-tap/,2026-09-03,live-secondary,Founder-reported launch scale team bootstrapping quality control and expansion process,Private-company metrics and million-dollar wording are unaudited and partly ambiguous
S79,Lectures on Tap Eventbrite example,platform-listing,https://www.eventbrite.com/e/lectures-on-tap-art-in-the-age-of-surveillance-tickets-1987427206274,2026-09-03,live-primary,Current consumer ticket-price examples and dynamic organiser platform statistics,One dynamic marketplace snapshot is not an average event result
S80,The Physicality fourth spaces analysis,industry-analysis,https://thephysicality.substack.com/p/breaking-the-fourth-wall-of-fourth,2026-09-03,live-secondary,Lectures on Tap Reading Rhythms Knightcap and venue-use case studies,Founder and operator figures are attributed but not independently audited
S81,Seed Talks homepage,operator-site,https://www.seedtalks.co.uk/,2026-09-03,live-primary,Current UK city inventory online formats and first-party audience scale,Scale claims are operator-authored and not audited
S82,Seed Talks talks in pubs,operator-pricing,https://www.seedtalks.co.uk/talks-in-pubs,2026-09-03,live-primary,Typical starting ticket price venue model speaker format and UK reach,Starting price is not an observed blended ticket yield
S83,Seed Talks online talks,operator-pricing,https://www.seedtalks.co.uk/online-talks,2026-09-03,live-primary,Current online ticket recordings summit and course structure,Does not disclose digital conversion refunds or content-rights cost
S84,Seed Talks CPD workshops,operator-pricing,https://www.seedtalks.co.uk/cpd-workshops,2026-09-03,live-primary,Current CPD add-on and workshop proposition,Credential acceptance and attach rate are unknown
S85,Seed Talks professional workshops,operator-site,https://www.seedtalks.co.uk/for-professionals,2026-09-03,live-primary,Professional audience workshops recordings and practitioner segment,No customer or cohort economics are disclosed
S86,Seed Talks FAQ,operator-help,https://www.seedtalks.co.uk/faqs,2026-09-03,live-primary,VIP seating two-person pricing refunds Eventbrite and speaker-rights rationale,Terms may vary by individual listing
S87,Seed Talks pay what you can,operator-pricing,https://www.seedtalks.co.uk/pay-what-you-can,2026-09-03,live-primary,Limited monthly access tickets from one penny,Does not disclose allocation uptake or subsidy source
S88,YourStory Pint of View founder interview,press-interview,https://yourstory.com/2026/06/pints-professors-packed-houses-how-pint-view-turning-bars-classrooms,2026-09-03,live-secondary,Founder-reported city chapter ticket and Bengaluru revenue model,All company metrics are founder-reported and unaudited
S89,Pint of Science global about,nonprofit-site,https://pintofscience.com/about/,2026-09-03,live-primary,Current global city country researcher and volunteer-network scale,Annual festival participation does not prove year-round paid demand
S90,Pint of Science UK media,nonprofit-site,https://pintofscience.co.uk/media/,2026-09-03,live-primary,Current UK event venue and city scale for the 2026 festival,Volunteer and sponsor economics are not fully disclosed
S91,Reading Rhythms chapter application,operator-site,https://readingrhythms.co/apply/,2026-09-03,live-primary,Current chapter event reader scale host time and ticket-share model,Percentages and chapter-level profit are undisclosed
S92,Reading Rhythms partnerships,operator-site,https://readingrhythms.co/partnerships/,2026-09-03,live-primary,Brand sponsorship digital media custom event and content licensing products,Audience and campaign results are first-party claims
S93,Reading Rhythms Passport,operator-pricing,https://readingrhythms.co/passport/,2026-09-03,live-primary,Current 9 19 and 29 dollar membership tiers and included access,Summer pricing and first-party ratings may not persist
S94,Knightcap Chess Club homepage,operator-site,https://www.knightcapchessclub.com/,2026-09-03,live-primary,Current event city host and brand or property collaboration claims,Ticket economics and repeat rates are not disclosed
S95,5x15 homepage,operator-site,https://www.5x15.com/,2026-09-03,live-primary,Current five-speaker format events online activity and podcast catalogue,Does not disclose revenue mix or event economics
S96,5x15 about,operator-site,https://www.5x15.com/about,2026-09-03,live-primary,First-party speaker reach branch partnership and corporate-client history,Audience claim is broad and unaudited
S97,Intelligence Squared membership,operator-pricing,https://www.intelligencesquared.com/membership,2026-09-03,live-primary,Current annual member patron and lifetime tiers with event and digital benefits,Does not disclose member counts or fulfilment cost
S98,Intelligence Squared careers,operator-careers,https://www.intelligencesquared.com/careers/,2026-09-03,live-primary,Current revenue mix and operating priorities across events tours membership podcasts journalism and partnerships,Job description indicates responsibilities rather than audited segment revenue
S99,The Moth workshops,nonprofit-site,https://www.themoth.org/workshops,2026-09-03,live-primary,Corporate nonprofit school workshop and instructor-network extensions,No public unit economics for workshops
S100,Sofar artist pay,operator-help,https://help.sofarsounds.com/hc/en-us/articles/26947287124497-Does-Sofar-pay-their-artists,2026-09-03,live-primary,Current minimum artist payment profit-share options and cumulative artist payout claim,Company-authored cumulative figure is not independently audited
S101,Sofar artist services,operator-site,https://www.sofarsounds.com/blog/articles/expanding-our-commitment-to-support-artists,2026-09-03,live-primary,Ticket listings direct-to-fan services VIP products and first-party economic claims,Enabled-sales figures are not Sofar revenue
S102,Sofar host guide,operator-site,https://www.sofarsounds.com/blog/articles/host-a-sofar-show,2026-09-03,live-primary,Venue-host proposition production ticketing audio and audience responsibilities,Does not disclose host conversion or venue economics
S103,Daybreaker partnerships,operator-site,https://www.daybreaker.com/partnerships/,2026-09-03,live-primary,Brand activation sampling venue and community partnership routes,Commercial rates and campaign margins are undisclosed
S104,Ocio homepage and plans,operator-site,https://ocio.events/,2026-09-03,live-primary,Current London credit membership pricing event breadth referral offer and legal identity,New product with unknown paid retention partner payouts and post-trial conversion
S105,Adventure Solos Friendship Builder,operator-pricing,https://www.adventuresolos.com/friendship-builder-manchester,2026-09-03,live-primary,Current twelve-month cohort price event bundle locality regularity and guarantee,Operator claims friendship outcome and value without disclosed cohort results
S106,DEIGHT homepage and events,operator-pricing,https://www.deight.events/,2026-09-03,live-primary,Current membership event-pass premium pricing cities formats and identity check,Small private operator with no disclosed attendance retention or profit
S107,Liiiv homepage,operator-site,https://www.liiiv.cz/cs,2026-09-03,live-primary,Current single-city European event venue creator discovery booking and free-consumer proposition,Does not disclose users revenue conversion or recommendation quality
S108,Liiiv Google Play listing,app-store,https://play.google.com/store/apps/details?hl=cs&id=com.creativedock.liiiv,2026-09-03,live-primary,Current Android download band product categories ticketing and update date,Downloads do not establish active users or paid transactions
S109,Liiiv B2B terms,operator-terms,https://www.liiiv.cz/b2b-terms-of-service,2026-09-03,live-primary,Organizer free and paid subscriptions ticket commission paid promotion Stripe settlement and ranking model,Live price list and realised take rate are not publicly visible
S110,Creative Dock Liiiv growth role,company-careers,https://www.creativedock.com/careers,2026-09-03,live-primary,Current two-sided user and partner growth responsibilities for an event mobile application,Job description does not establish traction economics or ownership structure
S111,Playtomic Manager pricing,platform-pricing,https://playtomic.com/pricing,2026-09-03,live-primary,Four club software plans product scope and claimed club count,Public page does not show monetary plan prices or transaction take rate
S112,Playtomic membership feature,platform-help,https://helpmanager.playtomic.com/hc/en-gb/articles/20534703609745-Club-Membership-Feature,2026-09-03,live-primary,Club membership billing privileges discounts and wallet mechanics,Feature documentation does not establish adoption or platform economics
S113,SweatPals host pricing,platform-pricing,https://www.sweatpals.com/lp,2026-09-03,live-primary,Current service processing and discovery fees plus membership and class-pack tools,Platform audience and host claims are first-party
S114,GoodRec homepage,operator-site,https://www.goodrec.com/,2026-09-03,live-primary,Current host-led pickup-sport product sports cities and first-party player and game scale,Scale claims are unaudited and pricing varies by city
S115,Urban Sports Club corporate offer,platform-pricing,https://urbansportsclub.com/corporate,2026-09-03,live-primary,Employer contribution service fee check-in network and current European company claims,Country pricing and network counts vary
S116,Wellhub partner terms,platform-terms,https://assets-cdn.wellhub.com/docs/legal/ptr/jul_23/usa_e50711493f.pdf,2026-09-03,historical-primary,Partner access validation network subscription and selected exclusivity obligations,US terms may be historical and differ from current UK agreements
S117,ClassPass partner payouts,platform-help,https://classpass.com/partners/blog/classpass-payouts-pricing-policies-rates,2026-09-03,live-primary,Confidential rate floor dynamic credit pricing cancellation and payout timing,Partner rates and ClassPass gross margin remain confidential
S118,ClassPass partner FAQ,platform-help,https://classpass.com/partners/faqs,2026-09-03,live-primary,Current excess-capacity model partner payout claims and direct-conversion boundaries,Performance claims are selected first-party platform analyses
S119,Fever corporate services,platform-site,https://business.feverup.com/en/corporate-services/,2026-09-03,live-primary,Private events group bookings employee pass gift cards and first-party platform scale,Platform scale and ratings are unaudited and product counts vary across pages
S120,Fever brand partnerships,platform-site,https://business.feverup.com/brand-partnerships/,2026-09-03,live-primary,Marketplace originals media sponsorship and custom brand activation stack,Interaction and ticket claims are company-authored
S121,Airbnb Experiences service fees,platform-help,https://www.airbnb.com/help/article/3164,2026-09-03,live-primary,Typical twenty-percent host service fee for experiences,Actual fee can vary and does not establish host profitability
S122,Eatwith commission help,platform-help,https://intercom.help/eatwith/en/articles/432396-does-eatwith-charge-a-commission-on-the-price-i-pay-for-my-experience,2026-09-03,live-primary,Published thirty-percent commission added to host price,Commission treatment and taxes can vary by market
S123,ClassBento UK about,platform-site,https://classbento.co.uk/about,2026-09-03,live-primary,First-party UK and global experience inventory claims,Listing count is unaudited and not equivalent to transactions
S124,ClassBento corporate,platform-site,https://classbento.co.uk/corporates,2026-09-03,live-primary,Team experiences corporate booking and stated buyer-fee proposition,Host payouts and platform economics are undisclosed
S125,Social Pottery homepage,operator-site,https://socialpottery.com/,2026-09-03,live-primary,Current studios crafts courses membership occasions gift cards and expansion invitation,Operator-authored leadership and scale claim is not audited
S126,Social Pottery Camden membership,operator-pricing,https://socialpottery.com/locations/camden-pottery-making/,2026-09-03,live-primary,Current drop-in class-card and monthly studio-access tiers,Capacity utilisation materials and lease economics are unknown
S127,Pottery Cafe event pricing,operator-pricing,https://pottery-cafe.com/whats-on/,2026-09-03,live-primary,Current studio fee adult party corporate and private-room pricing,Page contains a minor inconsistent standard studio-fee figure
S128,Brush Party online private events,operator-pricing,https://brushparty.co.uk/private-events/online-events,2026-09-03,live-primary,Current virtual corporate base price and per-person materials option,Does not disclose typical group size or contribution margin
S129,StartPlaying platform fee,platform-help,https://intercom.help/startplaying/en/articles/14724019-what-does-the-15-fee-cover,2026-09-03,live-primary,Current fifteen-percent booking fee and included discovery support and administration,Online marketplace evidence and not an in-person UK benchmark
S132,Pollen collapse investigation,investigative-report,https://blog.pragmaticengineer.com/pollen/,2026-09-03,historical-secondary,Reported fundraising headcount refund working-capital governance and 2022 administration failure,Investigation relies heavily on former employees and is not an insolvency filing
S133,Spacious closure report,press-report,https://www.restaurantdive.com/news/wework-shutters-restaurant-coworking-startup-spacious/569018/,2026-09-03,historical-secondary,Restaurant off-hour membership model acquisition and rapid closure,Historical US coworking case and not a social-event operator
S134,The Wing closure report,press-report,https://fortune.com/2022/08/31/coworking-space-the-wing-shuttering-6-remaining-locations-girlboss/,2026-09-03,historical-secondary,Closure attributed to insufficient active membership and event activity after asset-heavy expansion,Paywalled secondary report and pandemic-affected coworking case
S135,GO Mammoth about and sports model,operator-site,https://www.gomammoth.co.uk/about-us/,2026-09-03,live-primary,Current UK social-sport league fitness and corporate programme model with prepaid seasons,Self-described market leadership and social outcomes are not independently audited
S136,GO Mammoth London basketball listing,operator-pricing,https://www.gomammoth.co.uk/basketball/bermondsey-southwark/?leagueid=2629,2026-09-03,live-primary,Current individual and team weekly price example season duration and venue,One league and date do not establish network-wide pricing or economics
