city,format,intent,submitted_keyword,returned_keyword,close_variants,grouped_submitted_keywords,grouped_by_google,average_monthly_searches,competition,competition_index,average_cpc_gbp,low_top_of_page_gbp,high_top_of_page_gbp,monthly_search_volumes,geography_method,interpretation,observed_at
Manchester,Salsa,repeat_programme,salsa classes near me,salsa classes near me,,salsa classes near me,no,30,LOW,8,0.0000,0.0000,0.0000,2025-august:40|2025-september:30|2025-october:30|2025-november:20|2025-december:30|2026-january:30|2026-february:30|2026-march:30|2026-april:20|2026-may:30|2026-june:20|2026-july:30,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Manchester,Salsa,beginner_or_adult,beginner salsa classes near me,beginner salsa classes near me,,beginner salsa classes near me,no,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:0|2026-january:10|2026-february:10|2026-march:10|2026-april:0|2026-may:10|2026-june:10|2026-july:0,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Manchester,Salsa,group_or_corporate,salsa workshop,salsa workshop,,salsa workshop,no,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:0|2025-september:0|2025-october:0|2025-november:0|2025-december:0|2026-january:0|2026-february:0|2026-march:10|2026-april:0|2026-may:0|2026-june:10|2026-july:0,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Manchester,Board-game events,discovery,board game cafe near me,board game cafe near me,,board game cafe near me,no,170,LOW,9,0.0145,0.0000,0.0000,2025-august:170|2025-september:140|2025-october:210|2025-november:170|2025-december:140|2026-january:170|2026-february:170|2026-march:170|2026-april:140|2026-may:170|2026-june:140|2026-july:170,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Manchester,Board-game events,event_booking,board game events near me,board game events near me,,board game events near me,no,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:0|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:0|2026-march:0|2026-april:0|2026-may:0|2026-june:0|2026-july:0,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Manchester,Board-game events,repeat_programme,board game club near me,board game club near me,,board game club near me,no,10,LOW,9,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Manchester,Board-game events,beginner_or_adult,board game night near me,board game night near me,,board game night near me,no,10,LOW,0,0.0000,0.0000,0.0000,2025-august:0|2025-september:0|2025-october:0|2025-november:10|2025-december:10|2026-january:0|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Manchester,Board-game events,group_or_corporate,board game team building,board game team building,,board game team building,no,10,HIGH,100,0.0000,0.0000,0.0000,2025-august:0|2025-september:0|2025-october:10|2025-november:10|2025-december:10|2026-january:0|2026-february:10|2026-march:10|2026-april:0|2026-may:0|2026-june:0|2026-july:10,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Manchester,Pottery painting,discovery,pottery painting near me,pottery painting near me,,pottery painting near me,no,480,LOW,18,0.1997,0.0000,0.0000,2025-august:590|2025-september:480|2025-october:390|2025-november:480|2025-december:390|2026-january:590|2026-february:720|2026-march:590|2026-april:480|2026-may:480|2026-june:480|2026-july:590,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Manchester,Pottery painting,repeat_programme,pottery painting classes near me,pottery painting classes near me,,pottery painting classes near me,no,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:0|2025-november:0|2025-december:0|2026-january:0|2026-february:0|2026-march:10|2026-april:0|2026-may:10|2026-june:0|2026-july:0,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Manchester,Pottery painting,beginner_or_adult,adult pottery painting near me,adult pottery painting near me,,adult pottery painting near me,no,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:0|2025-october:0|2025-november:10|2025-december:0|2026-january:0|2026-february:0|2026-march:0|2026-april:0|2026-may:10|2026-june:0|2026-july:0,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Manchester,Wine tasting,discovery,wine tasting near me,wine tasting near me,,wine tasting near me,no,40,HIGH,98,0.4893,0.2699,0.7366,2025-august:50|2025-september:50|2025-october:30|2025-november:30|2025-december:50|2026-january:50|2026-february:40|2026-march:20|2026-april:30|2026-may:30|2026-june:40|2026-july:70,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Manchester,Wine tasting,event_booking,wine tasting events near me,wine tasting events near me,,wine tasting events near me,no,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:0|2025-september:10|2025-october:0|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:0|2026-april:0|2026-may:0|2026-june:0|2026-july:0,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Manchester,Wine tasting,repeat_programme,wine tasting club near me,wine tasting club near me,,wine tasting club near me,no,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:0|2025-september:0|2025-october:0|2025-november:0|2025-december:0|2026-january:0|2026-february:0|2026-march:0|2026-april:0|2026-may:0|2026-june:0|2026-july:0,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Manchester,Wine tasting,beginner_or_adult,wine tasting classes near me,wine tasting classes near me,,wine tasting classes near me,no,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:0|2025-september:0|2025-october:0|2025-november:0|2025-december:10|2026-january:10|2026-february:10|2026-march:0|2026-april:0|2026-may:0|2026-june:0|2026-july:0,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Manchester,Wine tasting,group_or_corporate,corporate wine tasting,corporate wine tasting,,corporate wine tasting,no,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:0|2025-october:10|2025-november:0|2025-december:0|2026-january:0|2026-february:0|2026-march:0|2026-april:0|2026-may:0|2026-june:0|2026-july:0,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Manchester,Sip and paint,discovery,sip and paint near me,sip and paint near me,,sip and paint near me,no,40,HIGH,98,0.4814,0.2618,0.7872,2025-august:50|2025-september:50|2025-october:50|2025-november:40|2025-december:40|2026-january:70|2026-february:70|2026-march:40|2026-april:30|2026-may:30|2026-june:30|2026-july:40,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Manchester,Sip and paint,event_booking,sip and paint events near me,sip and paint events near me,,sip and paint events near me,no,10,HIGH,100,1.0319,0.0000,0.0000,2025-august:0|2025-september:10|2025-october:10|2025-november:0|2025-december:0|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Manchester,Sip and paint,repeat_programme,sip and paint classes near me,sip and paint classes near me,,sip and paint classes near me,no,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:0|2025-september:0|2025-october:0|2025-november:0|2025-december:10|2026-january:0|2026-february:0|2026-march:0|2026-april:0|2026-may:0|2026-june:0|2026-july:0,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Manchester,Sip and paint,beginner_or_adult,sip and paint tickets,sip and paint tickets,,sip and paint tickets,no,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:0|2025-september:0|2025-october:0|2025-november:0|2025-december:0|2026-january:0|2026-february:0|2026-march:0|2026-april:0|2026-may:0|2026-june:0|2026-july:0,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Manchester,Spa retreats,discovery,spa retreat near me,spa retreat near me,,spa retreat near me,no,20,HIGH,100,0.3069,0.1878,0.8855,2025-august:40|2025-september:40|2025-october:10|2025-november:10|2025-december:10|2026-january:20|2026-february:30|2026-march:20|2026-april:20|2026-may:20|2026-june:20|2026-july:40,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Manchester,Spa retreats,repeat_programme,wellness retreat weekend,wellness retreat weekend,,wellness retreat weekend,no,10,HIGH,86,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:0|2025-november:0|2025-december:0|2026-january:10|2026-february:0|2026-march:0|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Manchester,Spa retreats,beginner_or_adult,day wellness retreat,day wellness retreat,,day wellness retreat,no,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:0|2025-september:0|2025-october:0|2025-november:0|2025-december:0|2026-january:0|2026-february:0|2026-march:0|2026-april:0|2026-may:0|2026-june:0|2026-july:0,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Manchester,Spa retreats,group_or_corporate,corporate wellness retreat,corporate wellness retreat,,corporate wellness retreat,no,10,HIGH,86,5.1505,0.0000,0.0000,2025-august:0|2025-september:0|2025-october:10|2025-november:0|2025-december:0|2026-january:0|2026-february:0|2026-march:0|2026-april:0|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Manchester,Pottery painting,event_booking,pottery painting events near me,pottery painting events near me,,pottery painting events near me,no,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:0|2025-september:0|2025-october:0|2025-november:0|2025-december:0|2026-january:0|2026-february:0|2026-march:0|2026-april:0|2026-may:10|2026-june:0|2026-july:0,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Manchester,Pottery painting,group_or_corporate,corporate pottery painting,corporate pottery painting,,corporate pottery painting,no,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Manchester,Sip and paint,group_or_corporate,corporate sip and paint,corporate sip and paint,,corporate sip and paint,no,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:0|2025-september:0|2025-october:0|2025-november:0|2025-december:0|2026-january:0|2026-february:0|2026-march:0|2026-april:0|2026-may:0|2026-june:0|2026-july:0,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Manchester,Spa retreats,event_booking,spa retreat booking,spa retreat booking,,spa retreat booking,no,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Birmingham,Darts,discovery,darts near me,darts near me,,darts near me,no,210,LOW,32,0.3014,0.2366,0.3965,2025-august:170|2025-september:140|2025-october:170|2025-november:170|2025-december:210|2026-january:320|2026-february:320|2026-march:210|2026-april:170|2026-may:170|2026-june:110|2026-july:110,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Birmingham,Darts,event_booking,darts events near me,darts events near me,,darts events near me,no,10,LOW,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:0|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:0|2026-may:0|2026-june:0|2026-july:10,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Birmingham,Darts,repeat_programme,darts league near me,darts league near me,,darts league near me,no,10,LOW,10,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:20|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Birmingham,Darts,beginner_or_adult,darts club near me,darts club near me,,darts club near me,no,20,LOW,13,0.8102,0.0000,0.0000,2025-august:10|2025-september:20|2025-october:10|2025-november:20|2025-december:30|2026-january:50|2026-february:20|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Birmingham,Darts,group_or_corporate,darts team building,darts team building,,darts team building,no,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:0|2025-september:0|2025-october:0|2025-november:0|2025-december:0|2026-january:0|2026-february:0|2026-march:0|2026-april:0|2026-may:0|2026-june:0|2026-july:0,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Birmingham,Line dancing,discovery,line dancing near me,line dancing near me,,line dancing near me,no,170,LOW,1,1.7873,0.0000,0.0000,2025-august:140|2025-september:210|2025-october:260|2025-november:210|2025-december:110|2026-january:260|2026-february:210|2026-march:210|2026-april:210|2026-may:140|2026-june:170|2026-july:140,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Birmingham,Line dancing,event_booking,line dancing events near me,line dancing events near me,,line dancing events near me,no,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:0|2025-december:0|2026-january:10|2026-february:10|2026-march:0|2026-april:10|2026-may:10|2026-june:0|2026-july:0,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Birmingham,Line dancing,repeat_programme,line dancing classes near me,line dancing classes near me,,line dancing classes near me,no,170,LOW,1,1.7873,0.0000,0.0000,2025-august:140|2025-september:210|2025-october:260|2025-november:210|2025-december:110|2026-january:260|2026-february:210|2026-march:210|2026-april:210|2026-may:140|2026-june:170|2026-july:140,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Birmingham,Line dancing,beginner_or_adult,beginner line dancing near me,beginner line dancing near me,,beginner line dancing near me,no,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:0|2025-september:0|2025-october:10|2025-november:0|2025-december:0|2026-january:10|2026-february:0|2026-march:10|2026-april:10|2026-may:10|2026-june:0|2026-july:0,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Birmingham,Line dancing,group_or_corporate,line dancing workshop,line dancing workshop,,line dancing workshop,no,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:0|2025-september:0|2025-october:10|2025-november:0|2025-december:0|2026-january:0|2026-february:0|2026-march:0|2026-april:0|2026-may:0|2026-june:0|2026-july:0,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Birmingham,Salsa,discovery,salsa dancing near me,salsa dancing near me,,salsa dancing near me,no,10,LOW,31,0.0000,0.0000,0.0000,2025-august:20|2025-september:20|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:20|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Birmingham,Salsa,event_booking,salsa events near me,salsa events near me,,salsa events near me,no,10,LOW,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:0|2025-november:0|2025-december:10|2026-january:10|2026-february:0|2026-march:0|2026-april:10|2026-may:0|2026-june:0|2026-july:10,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Birmingham,Salsa,repeat_programme,salsa classes near me,salsa classes near me,,salsa classes near me,no,70,LOW,14,0.1072,0.0000,0.0000,2025-august:70|2025-september:70|2025-october:90|2025-november:50|2025-december:40|2026-january:90|2026-february:50|2026-march:50|2026-april:70|2026-may:40|2026-june:30|2026-july:50,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Birmingham,Salsa,beginner_or_adult,beginner salsa classes near me,beginner salsa classes near me,,beginner salsa classes near me,no,10,HIGH,86,0.5380,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:0|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Birmingham,Salsa,group_or_corporate,salsa workshop,salsa workshop,,salsa workshop,no,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:0|2025-october:0|2025-november:10|2025-december:0|2026-january:0|2026-february:10|2026-march:10|2026-april:0|2026-may:10|2026-june:0|2026-july:0,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Birmingham,Board-game events,discovery,board game cafe near me,board game cafe near me,,board game cafe near me,no,170,LOW,19,0.0625,0.0000,0.0000,2025-august:140|2025-september:140|2025-october:170|2025-november:170|2025-december:210|2026-january:260|2026-february:210|2026-march:170|2026-april:140|2026-may:210|2026-june:140|2026-july:140,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Birmingham,Board-game events,event_booking,board game events near me,board game events near me,,board game events near me,no,10,LOW,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:0|2025-october:0|2025-november:10|2025-december:0|2026-january:10|2026-february:10|2026-march:0|2026-april:0|2026-may:0|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Birmingham,Board-game events,repeat_programme,board game club near me,board game club near me,,board game club near me,no,10,LOW,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Birmingham,Board-game events,beginner_or_adult,board game night near me,board game night near me,,board game night near me,no,10,LOW,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:0|2026-february:10|2026-march:10|2026-april:0|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Birmingham,Board-game events,group_or_corporate,board game team building,board game team building,,board game team building,no,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:0|2026-february:0|2026-march:0|2026-april:10|2026-may:0|2026-june:0|2026-july:0,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Birmingham,Pottery painting,discovery,pottery painting near me,pottery painting near me,,pottery painting near me,no,880,LOW,18,0.0916,0.0585,0.2686,2025-august:1300|2025-september:720|2025-october:880|2025-november:880|2025-december:590|2026-january:880|2026-february:1300|2026-march:1000|2026-april:720|2026-may:590|2026-june:590|2026-july:880,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Birmingham,Pottery painting,repeat_programme,pottery painting classes near me,pottery painting classes near me,,pottery painting classes near me,no,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:0|2025-november:0|2025-december:0|2026-january:0|2026-february:0|2026-march:10|2026-april:0|2026-may:0|2026-june:0|2026-july:0,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Birmingham,Pottery painting,beginner_or_adult,adult pottery painting near me,adult pottery painting near me,,adult pottery painting near me,no,10,MEDIUM,36,0.0147,0.0000,0.0000,2025-august:0|2025-september:0|2025-october:10|2025-november:0|2025-december:0|2026-january:10|2026-february:10|2026-march:0|2026-april:0|2026-may:0|2026-june:0|2026-july:10,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Birmingham,Wine tasting,discovery,wine tasting near me,wine tasting near me,,wine tasting near me,no,70,HIGH,94,1.1538,0.4174,1.5261,2025-august:110|2025-september:110|2025-october:70|2025-november:110|2025-december:90|2026-january:70|2026-february:70|2026-march:70|2026-april:70|2026-may:50|2026-june:40|2026-july:90,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Birmingham,Wine tasting,event_booking,wine tasting events near me,wine tasting events near me,,wine tasting events near me,no,10,MEDIUM,33,0.2443,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Birmingham,Wine tasting,repeat_programme,wine tasting club near me,wine tasting club near me,,wine tasting club near me,no,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:0|2025-september:0|2025-october:10|2025-november:0|2025-december:0|2026-january:0|2026-february:10|2026-march:0|2026-april:0|2026-may:0|2026-june:0|2026-july:0,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Birmingham,Wine tasting,beginner_or_adult,wine tasting classes near me,wine tasting classes near me,,wine tasting classes near me,no,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:0|2025-september:0|2025-october:0|2025-november:10|2025-december:0|2026-january:10|2026-february:0|2026-march:0|2026-april:0|2026-may:10|2026-june:0|2026-july:0,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Birmingham,Wine tasting,group_or_corporate,corporate wine tasting,corporate wine tasting,,corporate wine tasting,no,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:0|2025-september:0|2025-october:0|2025-november:0|2025-december:0|2026-january:0|2026-february:0|2026-march:10|2026-april:0|2026-may:0|2026-june:0|2026-july:0,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Birmingham,Sip and paint,discovery,sip and paint near me,sip and paint near me,,sip and paint near me,no,70,HIGH,99,0.3550,0.1261,0.4292,2025-august:70|2025-september:70|2025-october:50|2025-november:50|2025-december:50|2026-january:70|2026-february:90|2026-march:70|2026-april:50|2026-may:50|2026-june:50|2026-july:40,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Birmingham,Sip and paint,event_booking,sip and paint events near me,sip and paint events near me,,sip and paint events near me,no,10,HIGH,100,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:0|2025-november:10|2025-december:0|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
Birmingham,Sip and paint,repeat_programme,sip and paint classes near me,sip and paint classes near me,,sip and paint classes near me,no,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:0|2025-october:0|2025-november:0|2025-december:10|2026-january:0|2026-february:0|2026-march:0|2026-april:0|2026-may:10|2026-june:0|2026-july:0,generic_query_inside_local_geo_target,One submitted phrase mapped to this returned observation,2026-09-03
