city,family,format,submitted_keyword,grouped_submitted_keywords,returned_keyword,close_variants,average_monthly_searches,competition,competition_index,average_cpc_gbp,low_top_of_page_gbp,high_top_of_page_gbp,monthly_search_volumes,geography_method,observed_at
London,Tabletop and games,Quiz nights,quiz night London,quiz night London,quiz night london,quiz night London,170,LOW,32,2.7645,0.7197,2.5671,2025-august:170|2025-september:170|2025-october:210|2025-november:170|2025-december:140|2026-january:210|2026-february:170|2026-march:140|2026-april:140|2026-may:110|2026-june:90|2026-july:110,explicit_city_query_under_uk_target,2026-09-03
London,Racket and team sport,Volleyball,volleyball clubs London,volleyball clubs London,volleyball clubs london,volleyball clubs London,390,LOW,9,1.2792,0.2977,1.5575,2025-august:480|2025-september:590|2025-october:480|2025-november:390|2025-december:320|2026-january:480|2026-february:390|2026-march:480|2026-april:390|2026-may:320|2026-june:480|2026-july:390,explicit_city_query_under_uk_target,2026-09-03
London,Racket and team sport,Netball,netball clubs London,netball clubs London,netball clubs london,netball clubs London,170,MEDIUM,34,1.8627,0.5712,2.1488,2025-august:170|2025-september:260|2025-october:210|2025-november:170|2025-december:90|2026-january:170|2026-february:140|2026-march:170|2026-april:170|2026-may:110|2026-june:140|2026-july:140,explicit_city_query_under_uk_target,2026-09-03
London,Outdoor and endurance,Running clubs,running clubs London,running clubs London,running clubs london,running clubs London,1300,LOW,13,1.7135,0.5416,2.0559,2025-august:1600|2025-september:1600|2025-october:1300|2025-november:1300|2025-december:1000|2026-january:1600|2026-february:1000|2026-march:1300|2026-april:1600|2026-may:1300|2026-june:1000|2026-july:1300,explicit_city_query_under_uk_target,2026-09-03
London,Tabletop and games,Chess clubs,chess club London,chess club London,chess club london,chess club London,1600,LOW,5,1.0599,0.5580,1.4816,2025-august:1900|2025-september:1600|2025-october:1600|2025-november:1900|2025-december:1600|2026-january:1900|2026-february:1900|2026-march:1600|2026-april:1600|2026-may:1600|2026-june:1300|2026-july:1300,explicit_city_query_under_uk_target,2026-09-03
London,"Wellness, spa and retreats",Yoga retreats,yoga retreats London,yoga retreats London,yoga retreats london,yoga retreats London,210,MEDIUM,61,0.9452,0.1870,0.8487,2025-august:210|2025-september:260|2025-october:260|2025-november:210|2025-december:170|2026-january:260|2026-february:210|2026-march:320|2026-april:260|2026-may:260|2026-june:170|2026-july:210,explicit_city_query_under_uk_target,2026-09-03
London,Racket and team sport,Padel,padel London,padel London,padel london,padel London,8100,LOW,15,0.4394,0.2042,0.8917,2025-august:9900|2025-september:9900|2025-october:9900|2025-november:6600|2025-december:5400|2026-january:9900|2026-february:8100|2026-march:8100|2026-april:9900|2026-may:8100|2026-june:8100|2026-july:8100,explicit_city_query_under_uk_target,2026-09-03
London,Food and drink,Cooking classes,cooking classes London,cooking classes London,cooking classes london,cooking classes London,5400,HIGH,100,1.0709,0.3351,1.0990,2025-august:5400|2025-september:8100|2025-october:6600|2025-november:6600|2025-december:8100|2026-january:6600|2026-february:5400|2026-march:5400|2026-april:4400|2026-may:4400|2026-june:3600|2026-july:3600,explicit_city_query_under_uk_target,2026-09-03
London,Nature and animals,Nature walks,nature walks London,nature walks London,nature walks london,nature walks London,210,LOW,12,5.4176,0.4994,7.9451,2025-august:260|2025-september:170|2025-october:210|2025-november:140|2025-december:140|2026-january:260|2026-february:210|2026-march:320|2026-april:260|2026-may:210|2026-june:140|2026-july:170,explicit_city_query_under_uk_target,2026-09-03
London,Social and relationship,Speed dating,speed dating London,speed dating London,speed dating london,speed dating London,5400,MEDIUM,54,1.3328,0.4268,1.3198,2025-august:5400|2025-september:5400|2025-october:5400|2025-november:5400|2025-december:4400|2026-january:5400|2026-february:5400|2026-march:4400|2026-april:4400|2026-may:4400|2026-june:3600|2026-july:4400,explicit_city_query_under_uk_target,2026-09-03
London,Performance and dance,Karaoke,karaoke London,karaoke London,karaoke london,karaoke London,8100,MEDIUM,62,0.8011,0.3375,0.7962,2025-august:8100|2025-september:9900|2025-october:9900|2025-november:9900|2025-december:8100|2026-january:9900|2026-february:6600|2026-march:8100|2026-april:6600|2026-may:6600|2026-june:6600|2026-july:6600,explicit_city_query_under_uk_target,2026-09-03
London,"Wellness, spa and retreats",Spa retreats,spa retreats London,spa retreats London,spa retreats london,spa retreats London,480,HIGH,100,0.6341,0.2789,0.8583,2025-august:480|2025-september:480|2025-october:590|2025-november:480|2025-december:590|2026-january:590|2026-february:590|2026-march:480|2026-april:480|2026-may:390|2026-june:390|2026-july:480,explicit_city_query_under_uk_target,2026-09-03
London,Craft and making,General art workshops,art workshops London,art workshops London,art workshops london,art workshops London,2400,HIGH,100,1.1843,0.3923,1.1995,2025-august:2400|2025-september:2400|2025-october:2400|2025-november:2400|2025-december:1900|2026-january:2900|2026-february:2400|2026-march:2400|2026-april:2400|2026-may:2400|2026-june:1900|2026-july:2400,explicit_city_query_under_uk_target,2026-09-03
London,Craft and making,Sip and paint,sip and paint London,sip and paint London,sip and paint london,sip and paint London,6600,HIGH,100,0.9347,0.3219,0.9747,2025-august:6600|2025-september:6600|2025-october:6600|2025-november:6600|2025-december:4400|2026-january:8100|2026-february:8100|2026-march:6600|2026-april:5400|2026-may:4400|2026-june:4400|2026-july:4400,explicit_city_query_under_uk_target,2026-09-03
Birmingham,Competitive experiences,Darts,darts Birmingham,darts Birmingham,darts birmingham,darts Birmingham,1600,MEDIUM,38,1.0440,0.3440,1.0946,2025-august:1000|2025-september:1300|2025-october:1900|2025-november:1900|2025-december:1600|2026-january:1900|2026-february:1600|2026-march:1300|2026-april:1600|2026-may:3600|2026-june:590|2026-july:590,explicit_city_query_under_uk_target,2026-09-03
Birmingham,Performance and dance,Line dancing,line dancing Birmingham,line dancing Birmingham,line dancing birmingham,line dancing Birmingham,260,LOW,4,0.9088,0.0000,0.0000,2025-august:170|2025-september:390|2025-october:320|2025-november:210|2025-december:140|2026-january:260|2026-february:260|2026-march:260|2026-april:260|2026-may:170|2026-june:170|2026-july:170,explicit_city_query_under_uk_target,2026-09-03
Birmingham,Performance and dance,Salsa classes,salsa classes Birmingham,salsa classes Birmingham,salsa classes birmingham,salsa classes Birmingham,320,LOW,13,0.6263,0.2514,1.9769,2025-august:320|2025-september:320|2025-october:390|2025-november:260|2025-december:260|2026-january:390|2026-february:390|2026-march:260|2026-april:320|2026-may:210|2026-june:260|2026-july:260,explicit_city_query_under_uk_target,2026-09-03
Birmingham,Tabletop and games,Board-game cafes,board game cafe Birmingham,board game cafe Birmingham,board game cafe birmingham,board game cafe Birmingham,880,LOW,7,0.0750,0.0346,0.1712,2025-august:880|2025-september:880|2025-october:880|2025-november:880|2025-december:880|2026-january:1000|2026-february:1000|2026-march:880|2026-april:880|2026-may:720|2026-june:720|2026-july:590,explicit_city_query_under_uk_target,2026-09-03
Birmingham,Craft and making,Pottery painting,pottery painting Birmingham,pottery painting Birmingham,pottery painting birmingham,pottery painting Birmingham,4400,LOW,28,0.1579,0.0721,0.2469,2025-august:4400|2025-september:3600|2025-october:4400|2025-november:3600|2025-december:2900|2026-january:5400|2026-february:6600|2026-march:5400|2026-april:4400|2026-may:3600|2026-june:2900|2026-july:3600,explicit_city_query_under_uk_target,2026-09-03
Birmingham,Craft and making,Pottery classes,pottery classes Birmingham,pottery classes Birmingham,pottery classes birmingham,pottery classes Birmingham,880,HIGH,100,0.5975,0.2232,0.7198,2025-august:880|2025-september:880|2025-october:880|2025-november:880|2025-december:1000|2026-january:1600|2026-february:1000|2026-march:880|2026-april:880|2026-may:720|2026-june:590|2026-july:590,explicit_city_query_under_uk_target,2026-09-03
Birmingham,Tabletop and games,Dungeons & Dragons,dungeons and dragons Birmingham,dungeons and dragons Birmingham,dungeons and dragons birmingham,dungeons and dragons Birmingham,30,LOW,1,0.0000,0.0000,0.0000,2025-august:30|2025-september:20|2025-october:40|2025-november:70|2025-december:40|2026-january:50|2026-february:30|2026-march:20|2026-april:20|2026-may:30|2026-june:30|2026-july:30,explicit_city_query_under_uk_target,2026-09-03
Birmingham,Craft and making,Sewing classes,sewing classes Birmingham,sewing classes Birmingham,sewing classes birmingham,sewing classes Birmingham,260,LOW,27,1.0355,0.2808,0.7797,2025-august:320|2025-september:320|2025-october:260|2025-november:260|2025-december:260|2026-january:320|2026-february:210|2026-march:210|2026-april:320|2026-may:260|2026-june:320|2026-july:320,explicit_city_query_under_uk_target,2026-09-03
Birmingham,Food and drink,Wine tasting,wine tasting Birmingham,wine tasting Birmingham,wine tasting birmingham,wine tasting Birmingham,880,HIGH,98,0.8169,0.3027,1.3196,2025-august:720|2025-september:880|2025-october:880|2025-november:1000|2025-december:1000|2026-january:1000|2026-february:880|2026-march:880|2026-april:880|2026-may:720|2026-june:590|2026-july:590,explicit_city_query_under_uk_target,2026-09-03
Birmingham,Performance and dance,Acting classes,acting classes Birmingham,acting classes Birmingham,acting classes birmingham,acting classes Birmingham,260,MEDIUM,44,1.4808,0.4843,1.3664,2025-august:260|2025-september:260|2025-october:210|2025-november:210|2025-december:320|2026-january:590|2026-february:260|2026-march:260|2026-april:260|2026-may:170|2026-june:170|2026-july:170,explicit_city_query_under_uk_target,2026-09-03
Birmingham,Tabletop and games,Quiz nights,quiz night Birmingham,quiz night Birmingham,quiz night birmingham,quiz night Birmingham,50,LOW,1,0.0000,0.0000,0.0000,2025-august:50|2025-september:70|2025-october:90|2025-november:50|2025-december:30|2026-january:50|2026-february:40|2026-march:30|2026-april:40|2026-may:40|2026-june:40|2026-july:50,explicit_city_query_under_uk_target,2026-09-03
Birmingham,Racket and team sport,Volleyball,volleyball clubs Birmingham,volleyball clubs Birmingham,volleyball clubs birmingham,volleyball clubs Birmingham,110,LOW,2,0.1258,0.0000,0.0000,2025-august:140|2025-september:140|2025-october:90|2025-november:110|2025-december:90|2026-january:90|2026-february:90|2026-march:110|2026-april:110|2026-may:110|2026-june:90|2026-july:110,explicit_city_query_under_uk_target,2026-09-03
Birmingham,Racket and team sport,Netball,netball clubs Birmingham,netball clubs Birmingham,netball clubs birmingham,netball clubs Birmingham,90,LOW,6,0.8950,0.4594,0.9400,2025-august:70|2025-september:140|2025-october:110|2025-november:70|2025-december:70|2026-january:140|2026-february:90|2026-march:90|2026-april:90|2026-may:70|2026-june:70|2026-july:90,explicit_city_query_under_uk_target,2026-09-03
Birmingham,Outdoor and endurance,Running clubs,running clubs Birmingham,running clubs Birmingham,running clubs birmingham,running clubs Birmingham,210,LOW,9,1.1622,0.4579,1.2177,2025-august:210|2025-september:260|2025-october:210|2025-november:210|2025-december:140|2026-january:260|2026-february:210|2026-march:170|2026-april:210|2026-may:260|2026-june:210|2026-july:170,explicit_city_query_under_uk_target,2026-09-03
Birmingham,Tabletop and games,Chess clubs,chess club Birmingham,chess club Birmingham,chess club birmingham,chess club Birmingham,170,LOW,0,0.0000,0.0000,0.0000,2025-august:210|2025-september:170|2025-october:170|2025-november:170|2025-december:170|2026-january:170|2026-february:110|2026-march:170|2026-april:170|2026-may:170|2026-june:170|2026-july:170,explicit_city_query_under_uk_target,2026-09-03
Birmingham,Racket and team sport,Padel,padel Birmingham,padel Birmingham,padel birmingham,padel Birmingham,2900,LOW,5,0.2673,0.0290,0.5102,2025-august:2900|2025-september:2400|2025-october:2900|2025-november:2400|2025-december:1900|2026-january:2900|2026-february:2400|2026-march:2400|2026-april:3600|2026-may:3600|2026-june:2400|2026-july:2900,explicit_city_query_under_uk_target,2026-09-03
Birmingham,Food and drink,Cooking classes,cooking classes Birmingham,cooking classes Birmingham,cooking classes birmingham,cooking classes Birmingham,590,HIGH,100,0.8172,0.2072,0.8011,2025-august:590|2025-september:720|2025-october:720|2025-november:880|2025-december:880|2026-january:720|2026-february:590|2026-march:480|2026-april:390|2026-may:390|2026-june:390|2026-july:390,explicit_city_query_under_uk_target,2026-09-03
Birmingham,Nature and animals,Nature walks,nature walks Birmingham,nature walks Birmingham,nature walks birmingham,nature walks Birmingham,40,LOW,23,0.6845,0.2255,1.7060,2025-august:40|2025-september:20|2025-october:30|2025-november:20|2025-december:20|2026-january:40|2026-february:40|2026-march:50|2026-april:70|2026-may:30|2026-june:50|2026-july:40,explicit_city_query_under_uk_target,2026-09-03
Birmingham,Performance and dance,Karaoke,karaoke Birmingham,karaoke Birmingham,karaoke birmingham,karaoke Birmingham,2900,LOW,19,0.6023,0.2160,0.7363,2025-august:2900|2025-september:2900|2025-october:3600|2025-november:3600|2025-december:3600|2026-january:3600|2026-february:2900|2026-march:2900|2026-april:2900|2026-may:2900|2026-june:2400|2026-july:2900,explicit_city_query_under_uk_target,2026-09-03
Birmingham,"Wellness, spa and retreats",Spa retreats,spa retreats Birmingham,spa retreats Birmingham,spa retreats birmingham,spa retreats Birmingham,70,HIGH,100,0.6322,0.2107,0.7021,2025-august:50|2025-september:50|2025-october:70|2025-november:70|2025-december:70|2026-january:90|2026-february:70|2026-march:70|2026-april:70|2026-may:50|2026-june:30|2026-july:30,explicit_city_query_under_uk_target,2026-09-03
Birmingham,Craft and making,General art workshops,art workshops Birmingham,art workshops Birmingham,art workshops birmingham,art workshops Birmingham,40,HIGH,100,0.8492,0.2855,1.1342,2025-august:40|2025-september:40|2025-october:40|2025-november:40|2025-december:50|2026-january:40|2026-february:50|2026-march:30|2026-april:30|2026-may:50|2026-june:30|2026-july:30,explicit_city_query_under_uk_target,2026-09-03
Birmingham,Craft and making,Sip and paint,sip and paint Birmingham,sip and paint Birmingham,sip and paint birmingham,sip and paint Birmingham,880,HIGH,100,0.8445,0.2972,0.8155,2025-august:720|2025-september:880|2025-october:880|2025-november:720|2025-december:590|2026-january:1000|2026-february:1000|2026-march:1000|2026-april:880|2026-may:720|2026-june:880|2026-july:590,explicit_city_query_under_uk_target,2026-09-03
Manchester,Competitive experiences,Darts,darts Manchester,darts Manchester,darts manchester,darts Manchester,2900,MEDIUM,45,1.0054,0.3594,1.0136,2025-august:1300|2025-september:1900|2025-october:2900|2025-november:2900|2025-december:3600|2026-january:3600|2026-february:2900|2026-march:5400|2026-april:6600|2026-may:1600|2026-june:1000|2026-july:1000,explicit_city_query_under_uk_target,2026-09-03
Manchester,Performance and dance,Line dancing,line dancing Manchester,line dancing Manchester,line dancing manchester,line dancing Manchester,320,LOW,3,1.7348,0.5366,4.7552,2025-august:320|2025-september:390|2025-october:480|2025-november:320|2025-december:260|2026-january:390|2026-february:320|2026-march:320|2026-april:390|2026-may:260|2026-june:260|2026-july:260,explicit_city_query_under_uk_target,2026-09-03
Manchester,Performance and dance,Salsa classes,salsa classes Manchester,salsa classes Manchester,salsa classes manchester,salsa classes Manchester,480,LOW,17,0.9044,0.2416,1.1943,2025-august:480|2025-september:590|2025-october:480|2025-november:480|2025-december:390|2026-january:590|2026-february:590|2026-march:480|2026-april:390|2026-may:480|2026-june:390|2026-july:390,explicit_city_query_under_uk_target,2026-09-03
Manchester,Tabletop and games,Board-game cafes,board game cafe Manchester,board game cafe Manchester,board game cafe manchester,board game cafe Manchester,720,LOW,7,0.5130,0.5951,1.6820,2025-august:720|2025-september:720|2025-october:720|2025-november:720|2025-december:590|2026-january:880|2026-february:880|2026-march:720|2026-april:720|2026-may:590|2026-june:590|2026-july:480,explicit_city_query_under_uk_target,2026-09-03
Manchester,Craft and making,Pottery painting,pottery painting Manchester,pottery painting Manchester,pottery painting manchester,pottery painting Manchester,4400,HIGH,100,0.4147,0.2774,0.6562,2025-august:4400|2025-september:4400|2025-october:5400|2025-november:4400|2025-december:3600|2026-january:5400|2026-february:5400|2026-march:4400|2026-april:3600|2026-may:3600|2026-june:2900|2026-july:3600,explicit_city_query_under_uk_target,2026-09-03
Manchester,Craft and making,Pottery classes,pottery classes Manchester,pottery classes Manchester,pottery classes manchester,pottery classes Manchester,2400,HIGH,100,0.8994,0.4263,1.2870,2025-august:2400|2025-september:2400|2025-october:2400|2025-november:2400|2025-december:2400|2026-january:2900|2026-february:2400|2026-march:2400|2026-april:1900|2026-may:1600|2026-june:1600|2026-july:1600,explicit_city_query_under_uk_target,2026-09-03
Manchester,Tabletop and games,Dungeons & Dragons,dungeons and dragons Manchester,dungeons and dragons Manchester,dungeons and dragons manchester,dungeons and dragons Manchester,70,LOW,4,0.0457,0.0000,0.0000,2025-august:70|2025-september:70|2025-october:70|2025-november:90|2025-december:70|2026-january:110|2026-february:70|2026-march:70|2026-april:30|2026-may:30|2026-june:50|2026-july:50,explicit_city_query_under_uk_target,2026-09-03
Manchester,Craft and making,Sewing classes,sewing classes Manchester,sewing classes Manchester,sewing classes manchester,sewing classes Manchester,390,HIGH,100,0.4238,0.2723,0.7969,2025-august:480|2025-september:390|2025-october:390|2025-november:480|2025-december:390|2026-january:480|2026-february:320|2026-march:390|2026-april:390|2026-may:320|2026-june:390|2026-july:390,explicit_city_query_under_uk_target,2026-09-03
Manchester,Food and drink,Wine tasting,wine tasting Manchester,wine tasting Manchester,wine tasting manchester,wine tasting Manchester,1600,HIGH,100,0.5973,0.3057,0.8371,2025-august:1300|2025-september:1600|2025-october:1600|2025-november:1900|2025-december:2400|2026-january:1600|2026-february:1600|2026-march:1300|2026-april:1300|2026-may:1300|2026-june:1000|2026-july:1300,explicit_city_query_under_uk_target,2026-09-03
Manchester,Performance and dance,Acting classes,acting classes Manchester,acting classes Manchester,acting classes manchester,acting classes Manchester,880,LOW,33,1.7361,0.4750,1.8004,2025-august:880|2025-september:1000|2025-october:880|2025-november:880|2025-december:880|2026-january:1300|2026-february:880|2026-march:880|2026-april:590|2026-may:590|2026-june:1000|2026-july:880,explicit_city_query_under_uk_target,2026-09-03
Manchester,Tabletop and games,Quiz nights,quiz night Manchester,quiz night Manchester,quiz night manchester,quiz night Manchester,110,LOW,14,1.7062,0.9642,1.6036,2025-august:90|2025-september:110|2025-october:140|2025-november:90|2025-december:70|2026-january:110|2026-february:110|2026-march:110|2026-april:90|2026-may:110|2026-june:90|2026-july:90,explicit_city_query_under_uk_target,2026-09-03
Manchester,Racket and team sport,Volleyball,volleyball clubs Manchester,volleyball clubs Manchester,volleyball clubs manchester,volleyball clubs Manchester,50,LOW,0,0.0000,0.0000,0.0000,2025-august:50|2025-september:50|2025-october:50|2025-november:30|2025-december:40|2026-january:20|2026-february:40|2026-march:50|2026-april:50|2026-may:50|2026-june:50|2026-july:30,explicit_city_query_under_uk_target,2026-09-03
Manchester,Racket and team sport,Netball,netball clubs Manchester,netball clubs Manchester,netball clubs manchester,netball clubs Manchester,170,LOW,7,1.3611,0.4578,1.5957,2025-august:140|2025-september:260|2025-october:260|2025-november:170|2025-december:90|2026-january:210|2026-february:170|2026-march:210|2026-april:170|2026-may:140|2026-june:170|2026-july:140,explicit_city_query_under_uk_target,2026-09-03
Manchester,Outdoor and endurance,Running clubs,running clubs Manchester,running clubs Manchester,running clubs manchester,running clubs Manchester,720,LOW,6,1.5707,0.6272,2.3662,2025-august:720|2025-september:880|2025-october:880|2025-november:720|2025-december:480|2026-january:880|2026-february:720|2026-march:720|2026-april:880|2026-may:720|2026-june:590|2026-july:590,explicit_city_query_under_uk_target,2026-09-03
Manchester,Tabletop and games,Chess clubs,chess club Manchester,chess club Manchester,chess club manchester,chess club Manchester,210,LOW,1,1.9527,0.0000,0.0000,2025-august:260|2025-september:260|2025-october:260|2025-november:260|2025-december:210|2026-january:260|2026-february:210|2026-march:210|2026-april:210|2026-may:210|2026-june:170|2026-july:210,explicit_city_query_under_uk_target,2026-09-03
Manchester,Racket and team sport,Padel,padel Manchester,padel Manchester,padel manchester,padel Manchester,4400,LOW,4,0.4957,0.1407,0.5545,2025-august:6600|2025-september:5400|2025-october:5400|2025-november:4400|2025-december:2900|2026-january:5400|2026-february:4400|2026-march:5400|2026-april:5400|2026-may:4400|2026-june:3600|2026-july:3600,explicit_city_query_under_uk_target,2026-09-03
Manchester,Food and drink,Cooking classes,cooking classes Manchester,cooking classes Manchester,cooking classes manchester,cooking classes Manchester,1600,HIGH,100,0.8587,0.2528,0.7843,2025-august:1600|2025-september:1600|2025-october:1900|2025-november:2400|2025-december:2900|2026-january:1900|2026-february:1600|2026-march:1600|2026-april:1300|2026-may:1300|2026-june:1000|2026-july:1000,explicit_city_query_under_uk_target,2026-09-03
Manchester,Nature and animals,Nature walks,nature walks Manchester,nature walks Manchester,nature walks manchester,nature walks Manchester,70,LOW,10,0.5672,0.1101,1.5354,2025-august:70|2025-september:50|2025-october:70|2025-november:30|2025-december:30|2026-january:90|2026-february:70|2026-march:110|2026-april:110|2026-may:110|2026-june:70|2026-july:90,explicit_city_query_under_uk_target,2026-09-03
Manchester,Performance and dance,Karaoke,karaoke Manchester,karaoke Manchester,karaoke manchester,karaoke Manchester,4400,LOW,33,0.5881,0.2603,0.6521,2025-august:3600|2025-september:3600|2025-october:4400|2025-november:4400|2025-december:4400|2026-january:4400|2026-february:3600|2026-march:4400|2026-april:3600|2026-may:3600|2026-june:2900|2026-july:2900,explicit_city_query_under_uk_target,2026-09-03
Manchester,"Wellness, spa and retreats",Spa retreats,spa retreats Manchester,spa retreats Manchester,spa retreats manchester,spa retreats Manchester,140,HIGH,100,0.5578,0.1783,0.6185,2025-august:110|2025-september:110|2025-october:140|2025-november:110|2025-december:110|2026-january:170|2026-february:140|2026-march:140|2026-april:140|2026-may:90|2026-june:140|2026-july:140,explicit_city_query_under_uk_target,2026-09-03
Manchester,Craft and making,General art workshops,art workshops Manchester,art workshops Manchester,art workshops manchester,art workshops Manchester,90,HIGH,100,0.7391,0.1925,0.8305,2025-august:70|2025-september:90|2025-october:70|2025-november:210|2025-december:70|2026-january:90|2026-february:70|2026-march:90|2026-april:70|2026-may:50|2026-june:70|2026-july:70,explicit_city_query_under_uk_target,2026-09-03
Manchester,Craft and making,Sip and paint,sip and paint Manchester,sip and paint Manchester,sip and paint manchester,sip and paint Manchester,1000,HIGH,100,0.7681,0.2757,0.7455,2025-august:1000|2025-september:1300|2025-october:1300|2025-november:1000|2025-december:880|2026-january:1600|2026-february:1300|2026-march:1300|2026-april:880|2026-may:880|2026-june:880|2026-july:880,explicit_city_query_under_uk_target,2026-09-03
Leeds,Competitive experiences,Darts,darts Leeds,darts Leeds,darts leeds,darts Leeds,1600,MEDIUM,48,1.1541,0.4250,1.2333,2025-august:720|2025-september:880|2025-october:1600|2025-november:1600|2025-december:1900|2026-january:2400|2026-february:1600|2026-march:1300|2026-april:1600|2026-may:3600|2026-june:590|2026-july:480,explicit_city_query_under_uk_target,2026-09-03
Leeds,Performance and dance,Line dancing,line dancing Leeds,line dancing Leeds,line dancing leeds,line dancing Leeds,260,LOW,8,0.4507,0.2482,0.4357,2025-august:210|2025-september:320|2025-october:320|2025-november:320|2025-december:260|2026-january:390|2026-february:260|2026-march:260|2026-april:260|2026-may:210|2026-june:210|2026-july:210,explicit_city_query_under_uk_target,2026-09-03
Leeds,Performance and dance,Salsa classes,salsa classes Leeds,salsa classes Leeds,salsa classes leeds,salsa classes Leeds,260,LOW,26,1.6762,0.5060,1.7885,2025-august:260|2025-september:260|2025-october:260|2025-november:260|2025-december:210|2026-january:390|2026-february:320|2026-march:260|2026-april:210|2026-may:210|2026-june:210|2026-july:260,explicit_city_query_under_uk_target,2026-09-03
Leeds,Tabletop and games,Board-game cafes,board game cafe Leeds,board game cafe Leeds,board game cafe leeds,board game cafe Leeds,390,LOW,2,0.4625,0.0000,0.0000,2025-august:480|2025-september:390|2025-october:480|2025-november:390|2025-december:320|2026-january:480|2026-february:480|2026-march:390|2026-april:320|2026-may:320|2026-june:260|2026-july:320,explicit_city_query_under_uk_target,2026-09-03
Leeds,Craft and making,Pottery painting,pottery painting Leeds,pottery painting Leeds,pottery painting leeds,pottery painting Leeds,2400,LOW,26,0.3043,0.2096,0.8006,2025-august:1900|2025-september:2400|2025-october:2900|2025-november:2400|2025-december:1600|2026-january:2900|2026-february:3600|2026-march:2400|2026-april:1900|2026-may:1900|2026-june:1600|2026-july:1900,explicit_city_query_under_uk_target,2026-09-03
