cluster,city,submitted_keyword,grouped_submitted_keywords,returned_keyword,close_variants,average_monthly_searches,competition,competition_index,average_cpc_gbp,low_top_of_page_gbp,high_top_of_page_gbp,monthly_search_volumes,geography_method,observed_at
bristol_drain_unblocking,Bristol,drain unblocking Bristol,drain unblocking Bristol,drain unblocking bristol,drain unblocking Bristol,590,MEDIUM,66,16.0945,8.2336,22.7364,2025-august:480|2025-september:1300|2025-october:480|2025-november:260|2025-december:260|2026-january:480|2026-february:390|2026-march:720|2026-april:880|2026-may:1000|2026-june:320|2026-july:260,explicit_city_query_under_uk_target,2026-09-03
bristol_drain_unblocking,Bristol,blocked drain Bristol,blocked drain Bristol,blocked drain bristol,blocked drain Bristol,590,MEDIUM,66,16.0945,8.2336,22.7364,2025-august:480|2025-september:1300|2025-october:480|2025-november:260|2025-december:260|2026-january:480|2026-february:390|2026-march:720|2026-april:880|2026-may:1000|2026-june:320|2026-july:260,explicit_city_query_under_uk_target,2026-09-03
bristol_drain_unblocking,Bristol,drain clearance Bristol,drain clearance Bristol,drain clearance bristol,drain clearance Bristol,50,MEDIUM,61,14.0302,11.0716,27.4700,2025-august:30|2025-september:210|2025-october:50|2025-november:50|2025-december:70|2026-january:40|2026-february:20|2026-march:50|2026-april:30|2026-may:50|2026-june:50|2026-july:30,explicit_city_query_under_uk_target,2026-09-03
bristol_drain_unblocking,Bristol,emergency drain unblocking Bristol,emergency drain unblocking Bristol,emergency drain unblocking bristol,emergency drain unblocking Bristol,30,HIGH,80,50.5519,16.2870,39.1180,2025-august:20|2025-september:320|2025-october:30|2025-november:10|2025-december:0|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,explicit_city_query_under_uk_target,2026-09-03
bristol_drain_unblocking,Bristol,drain jetting Bristol,drain jetting Bristol,drain jetting bristol,drain jetting Bristol,20,HIGH,71,28.6093,0.0000,0.0000,2025-august:10|2025-september:170|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,explicit_city_query_under_uk_target,2026-09-03
bristol_drain_unblocking,Bristol,cctv drain survey Bristol,cctv drain survey Bristol,cctv drain survey bristol,cctv drain survey Bristol,70,HIGH,97,11.0038,9.5971,19.0009,2025-august:50|2025-september:480|2025-october:70|2025-november:40|2025-december:30|2026-january:50|2026-february:30|2026-march:30|2026-april:30|2026-may:30|2026-june:20|2026-july:30,explicit_city_query_under_uk_target,2026-09-03
bristol_loft_conversion,Bristol,loft conversion Bristol,loft conversion Bristol,loft conversion bristol,loft conversion Bristol,590,MEDIUM,49,24.0637,3.7593,34.7078,2025-august:590|2025-september:1000|2025-october:590|2025-november:480|2025-december:480|2026-january:880|2026-february:880|2026-march:720|2026-april:480|2026-may:590|2026-june:590|2026-july:480,explicit_city_query_under_uk_target,2026-09-03
bristol_loft_conversion,Bristol,loft conversion company Bristol,loft conversion company Bristol,loft conversion company bristol,loft conversion company Bristol,70,MEDIUM,50,9.9797,2.2400,30.6507,2025-august:50|2025-september:90|2025-october:50|2025-november:40|2025-december:50|2026-january:50|2026-february:90|2026-march:110|2026-april:30|2026-may:110|2026-june:70|2026-july:90,explicit_city_query_under_uk_target,2026-09-03
bristol_loft_conversion,Bristol,loft conversion cost Bristol,loft conversion cost Bristol,loft conversion cost bristol,loft conversion cost Bristol,50,MEDIUM,59,7.0829,1.9757,9.6938,2025-august:50|2025-september:50|2025-october:40|2025-november:50|2025-december:30|2026-january:50|2026-february:50|2026-march:50|2026-april:40|2026-may:40|2026-june:40|2026-july:40,explicit_city_query_under_uk_target,2026-09-03
bristol_loft_conversion,Bristol,dormer loft conversion Bristol,dormer loft conversion Bristol,dormer loft conversion bristol,dormer loft conversion Bristol,10,LOW,29,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:0|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,explicit_city_query_under_uk_target,2026-09-03
bristol_loft_conversion,Bristol,attic conversion Bristol,attic conversion Bristol,attic conversion bristol,attic conversion Bristol,10,MEDIUM,50,32.5849,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:20|2026-february:10|2026-march:0|2026-april:10|2026-may:10|2026-june:10|2026-july:10,explicit_city_query_under_uk_target,2026-09-03
edinburgh_boiler_installation,Edinburgh,boiler installation Edinburgh,boiler installation Edinburgh|boiler installer Edinburgh,boiler installation edinburgh,boiler installation Edinburgh|boiler installer Edinburgh,880,MEDIUM,43,16.0379,5.8726,38.7994,2025-august:720|2025-september:1900|2025-october:1600|2025-november:1600|2025-december:1000|2026-january:880|2026-february:720|2026-march:880|2026-april:320|2026-may:260|2026-june:170|2026-july:140,explicit_city_query_under_uk_target,2026-09-03
edinburgh_boiler_installation,Edinburgh,new boiler Edinburgh,new boiler Edinburgh,new boiler edinburgh,new boiler Edinburgh,260,MEDIUM,61,23.7618,6.1992,39.5660,2025-august:210|2025-september:590|2025-october:480|2025-november:480|2025-december:320|2026-january:260|2026-february:210|2026-march:260|2026-april:110|2026-may:70|2026-june:70|2026-july:40,explicit_city_query_under_uk_target,2026-09-03
edinburgh_boiler_installation,Edinburgh,boiler replacement Edinburgh,boiler replacement Edinburgh,boiler replacement edinburgh,boiler replacement Edinburgh,390,LOW,31,28.2971,6.1486,57.3962,2025-august:390|2025-september:880|2025-october:720|2025-november:720|2025-december:480|2026-january:320|2026-february:210|2026-march:590|2026-april:210|2026-may:90|2026-june:90|2026-july:110,explicit_city_query_under_uk_target,2026-09-03
edinburgh_boiler_installation,Edinburgh,combi boiler installation Edinburgh,combi boiler installation Edinburgh,combi boiler installation edinburgh,combi boiler installation Edinburgh,90,MEDIUM,50,9.3861,0.0000,0.0000,2025-august:90|2025-september:210|2025-october:210|2025-november:210|2025-december:110|2026-january:70|2026-february:20|2026-march:50|2026-april:20|2026-may:10|2026-june:10|2026-july:10,explicit_city_query_under_uk_target,2026-09-03
edinburgh_boiler_installation,Edinburgh,boiler quote Edinburgh,boiler quote Edinburgh,boiler quote edinburgh,boiler quote Edinburgh,70,MEDIUM,61,0.0000,0.0000,0.0000,2025-august:30|2025-september:110|2025-october:170|2025-november:170|2025-december:110|2026-january:90|2026-february:20|2026-march:20|2026-april:10|2026-may:10|2026-june:10|2026-july:10,explicit_city_query_under_uk_target,2026-09-03
nottingham_garage_door_repair,Nottingham,garage door repair Nottingham,garage door repair Nottingham|garage door repairs Nottingham,garage door repair nottingham,garage door repair Nottingham|garage door repairs Nottingham,210,HIGH,82,7.5167,2.2512,8.4757,2025-august:140|2025-september:590|2025-october:210|2025-november:170|2025-december:140|2026-january:170|2026-february:210|2026-march:210|2026-april:140|2026-may:170|2026-june:140|2026-july:140,explicit_city_query_under_uk_target,2026-09-03
nottingham_garage_door_repair,Nottingham,garage door company Nottingham,garage door company Nottingham,garage door company nottingham,garage door company Nottingham,170,HIGH,74,6.0867,2.1956,7.2701,2025-august:170|2025-september:390|2025-october:170|2025-november:170|2025-december:110|2026-january:210|2026-february:170|2026-march:140|2026-april:170|2026-may:170|2026-june:170|2026-july:170,explicit_city_query_under_uk_target,2026-09-03
manchester_fire_risk_assessment,Manchester,commercial fire risk assessment Manchester,commercial fire risk assessment Manchester,commercial fire risk assessment manchester,commercial fire risk assessment Manchester,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,,explicit_city_query_under_uk_target,2026-09-03
manchester_fire_risk_assessment,Manchester,fire risk assessment cost Manchester,fire risk assessment cost Manchester,fire risk assessment cost manchester,fire risk assessment cost Manchester,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,,explicit_city_query_under_uk_target,2026-09-03
manchester_fire_risk_assessment,Manchester,fire risk assessment company Manchester,fire risk assessment company Manchester,fire risk assessment company manchester,fire risk assessment company Manchester,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,,explicit_city_query_under_uk_target,2026-09-03
manchester_asbestos_survey,Manchester,refurbishment asbestos survey Manchester,refurbishment asbestos survey Manchester,refurbishment asbestos survey manchester,refurbishment asbestos survey Manchester,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,,explicit_city_query_under_uk_target,2026-09-03
manchester_asbestos_survey,Manchester,management asbestos survey Manchester,management asbestos survey Manchester,management asbestos survey manchester,management asbestos survey Manchester,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,,explicit_city_query_under_uk_target,2026-09-03
bristol_loft_conversion,Bristol,loft conversion builders Bristol,loft conversion builders Bristol,loft conversion builders bristol,loft conversion builders Bristol,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,,explicit_city_query_under_uk_target,2026-09-03
nottingham_garage_door_repair,Nottingham,garage door replacement Nottingham,garage door replacement Nottingham,garage door replacement nottingham,garage door replacement Nottingham,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,,explicit_city_query_under_uk_target,2026-09-03
nottingham_garage_door_repair,Nottingham,electric garage door repair Nottingham,electric garage door repair Nottingham,electric garage door repair nottingham,electric garage door repair Nottingham,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,,explicit_city_query_under_uk_target,2026-09-03
nottingham_garage_door_repair,Nottingham,garage door installers Nottingham,garage door installers Nottingham,garage door installers nottingham,garage door installers Nottingham,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,,explicit_city_query_under_uk_target,2026-09-03
