cluster,city,submitted_keyword,grouped_submitted_keywords,returned_keyword,close_variants,average_monthly_searches,competition,competition_index,average_cpc_gbp,low_top_of_page_gbp,high_top_of_page_gbp,monthly_search_volumes,geography_method,observed_at
manchester_asbestos_survey,Manchester,asbestos survey,asbestos survey|asbestos surveyor,asbestos survey,asbestos surveyor,90,HIGH,69,23.9681,3.9377,64.1363,2025-august:140|2025-september:70|2025-october:70|2025-november:50|2025-december:70|2026-january:70|2026-february:90|2026-march:70|2026-april:70|2026-may:90|2026-june:90|2026-july:70,generic_query_inside_local_geo_target,2026-09-03
manchester_asbestos_survey,Manchester,asbestos testing,asbestos testing,asbestos testing,,90,HIGH,100,11.0605,2.4154,35.4615,2025-august:110|2025-september:70|2025-october:50|2025-november:70|2025-december:70|2026-january:90|2026-february:110|2026-march:90|2026-april:70|2026-may:90|2026-june:70|2026-july:70,generic_query_inside_local_geo_target,2026-09-03
manchester_asbestos_survey,Manchester,asbestos inspection,asbestos inspection,asbestos inspection,,10,LOW,29,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:0|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
manchester_asbestos_survey,Manchester,asbestos survey cost,asbestos survey cost,asbestos survey cost,,20,HIGH,77,5.1993,1.5185,11.9927,2025-august:10|2025-september:20|2025-october:20|2025-november:10|2025-december:10|2026-january:20|2026-february:10|2026-march:20|2026-april:20|2026-may:10|2026-june:20|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
manchester_asbestos_survey,Manchester,management asbestos survey,management asbestos survey,management asbestos survey,,10,HIGH,71,25.7206,4.8084,46.6997,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:20|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
manchester_asbestos_survey,Manchester,refurbishment asbestos survey,refurbishment asbestos survey,refurbishment asbestos survey,,10,HIGH,71,5.6909,0.0000,0.0000,2025-august:0|2025-september:10|2025-october:0|2025-november:10|2025-december:0|2026-january:0|2026-february:10|2026-march:0|2026-april:10|2026-may:10|2026-june:0|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
manchester_asbestos_survey,Manchester,demolition asbestos survey,demolition asbestos survey,demolition asbestos survey,,10,MEDIUM,43,14.2640,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:0|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
manchester_asbestos_survey,Manchester,commercial asbestos survey,commercial asbestos survey,commercial asbestos survey,,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:0|2025-september:0|2025-october:0|2025-november:0|2025-december:0|2026-january:0|2026-february:0|2026-march:0|2026-april:0|2026-may:10|2026-june:0|2026-july:0,generic_query_inside_local_geo_target,2026-09-03
manchester_asbestos_survey,Manchester,asbestos sampling,asbestos sampling,asbestos sampling,,20,HIGH,99,7.3461,1.5877,7.5305,2025-august:50|2025-september:10|2025-october:10|2025-november:20|2025-december:10|2026-january:30|2026-february:10|2026-march:10|2026-april:10|2026-may:20|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
manchester_asbestos_survey,Manchester,asbestos testing company,asbestos testing company,asbestos testing company,,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:0|2025-september:0|2025-october:10|2025-november:0|2025-december:10|2026-january:10|2026-february:0|2026-march:10|2026-april:10|2026-may:0|2026-june:10|2026-july:0,generic_query_inside_local_geo_target,2026-09-03
manchester_asbestos_survey,Manchester,asbestos survey quote,asbestos survey quote,asbestos survey quote,,10,HIGH,86,0.0000,0.0000,0.0000,2025-august:0|2025-september:0|2025-october:0|2025-november:0|2025-december:0|2026-january:0|2026-february:0|2026-march:10|2026-april:0|2026-may:0|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
bristol_drainage,Bristol,drain unblocking,drain unblocking,drain unblocking,,320,HIGH,100,6.3693,4.2213,13.9006,2025-august:260|2025-september:320|2025-october:390|2025-november:320|2025-december:320|2026-january:320|2026-february:320|2026-march:390|2026-april:390|2026-may:320|2026-june:260|2026-july:260,generic_query_inside_local_geo_target,2026-09-03
bristol_drainage,Bristol,blocked drain,blocked drain,blocked drain,,70,HIGH,90,10.3181,5.6845,14.5341,2025-august:110|2025-september:110|2025-october:70|2025-november:50|2025-december:50|2026-january:50|2026-february:50|2026-march:70|2026-april:90|2026-may:140|2026-june:30|2026-july:30,generic_query_inside_local_geo_target,2026-09-03
bristol_drainage,Bristol,emergency drain unblocking,emergency drain unblocking,emergency drain unblocking,,10,HIGH,98,26.9941,8.4509,20.1386,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:0|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
bristol_drainage,Bristol,drain clearance,drain clearance,drain clearance,,10,MEDIUM,57,3.0609,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:20|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
bristol_drainage,Bristol,drain cleaning,drain cleaning,drain cleaning,,140,HIGH,90,1.5841,4.1406,9.4314,2025-august:140|2025-september:140|2025-october:260|2025-november:110|2025-december:110|2026-january:140|2026-february:140|2026-march:110|2026-april:140|2026-may:110|2026-june:110|2026-july:90,generic_query_inside_local_geo_target,2026-09-03
bristol_drainage,Bristol,drain jetting,drain jetting,drain jetting,,10,HIGH,71,14.7638,1.0310,19.6476,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
bristol_drainage,Bristol,cctv drain survey,cctv drain survey,cctv drain survey,,30,HIGH,88,18.0835,5.3824,16.7691,2025-august:40|2025-september:30|2025-october:40|2025-november:30|2025-december:10|2026-january:40|2026-february:30|2026-march:40|2026-april:40|2026-may:30|2026-june:20|2026-july:20,generic_query_inside_local_geo_target,2026-09-03
bristol_drainage,Bristol,drain repair,drain repair,drain repair,,10,MEDIUM,64,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
bristol_drainage,Bristol,collapsed drain repair,collapsed drain repair,collapsed drain repair,,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:0|2025-september:0|2025-october:0|2025-november:10|2025-december:10|2026-january:10|2026-february:0|2026-march:0|2026-april:0|2026-may:0|2026-june:0|2026-july:0,generic_query_inside_local_geo_target,2026-09-03
bristol_drainage,Bristol,sewer unblocking,sewer unblocking,sewer unblocking,,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:0|2025-september:0|2025-october:0|2025-november:0|2025-december:0|2026-january:0|2026-february:0|2026-march:0|2026-april:10|2026-may:0|2026-june:0|2026-july:0,generic_query_inside_local_geo_target,2026-09-03
bristol_drainage,Bristol,drain company,drain company,drain company,,10,HIGH,70,13.1287,8.3885,90.3597,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:0|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
bristol_drainage,Bristol,drainage engineer,drainage engineer,drainage engineer,,10,MEDIUM,36,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
bristol_drainage,Bristol,blocked toilet,blocked toilet,blocked toilet,,40,HIGH,69,10.5945,3.2889,35.4639,2025-august:30|2025-september:30|2025-october:50|2025-november:40|2025-december:50|2026-january:40|2026-february:40|2026-march:50|2026-april:40|2026-may:40|2026-june:20|2026-july:20,generic_query_inside_local_geo_target,2026-09-03
bristol_drainage,Bristol,blocked sink,blocked sink,blocked sink,,10,HIGH,81,6.4207,2.2541,7.9120,2025-august:20|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:20|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
edinburgh_boiler_installation,Edinburgh,boiler installation,boiler installation|boiler installer,boiler installation,boiler installer,50,HIGH,69,9.5281,2.7854,32.0547,2025-august:70|2025-september:50|2025-october:70|2025-november:50|2025-december:40|2026-january:50|2026-february:30|2026-march:90|2026-april:20|2026-may:30|2026-june:20|2026-july:20,generic_query_inside_local_geo_target,2026-09-03
edinburgh_boiler_installation,Edinburgh,boiler replacement,boiler replacement,boiler replacement,,70,MEDIUM,58,26.1520,6.0485,31.7120,2025-august:140|2025-september:90|2025-october:90|2025-november:140|2025-december:50|2026-january:50|2026-february:40|2026-march:50|2026-april:30|2026-may:30|2026-june:10|2026-july:30,generic_query_inside_local_geo_target,2026-09-03
edinburgh_boiler_installation,Edinburgh,new boiler,new boiler,new boiler,,70,MEDIUM,65,13.8354,2.7876,24.4386,2025-august:140|2025-september:70|2025-october:110|2025-november:110|2025-december:50|2026-january:110|2026-february:70|2026-march:90|2026-april:50|2026-may:30|2026-june:20|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
edinburgh_boiler_installation,Edinburgh,combi boiler installation,combi boiler installation,combi boiler installation,,20,HIGH,77,15.0498,0.0000,0.0000,2025-august:40|2025-september:20|2025-october:30|2025-november:50|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
edinburgh_boiler_installation,Edinburgh,boiler installation cost,boiler installation cost,boiler installation cost,,10,MEDIUM,52,4.3851,2.7814,9.2598,2025-august:20|2025-september:20|2025-october:10|2025-november:20|2025-december:10|2026-january:20|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
edinburgh_boiler_installation,Edinburgh,new boiler cost,new boiler cost,new boiler cost,,70,HIGH,83,8.5208,2.7703,11.6059,2025-august:70|2025-september:70|2025-october:90|2025-november:110|2025-december:90|2026-january:110|2026-february:90|2026-march:90|2026-april:70|2026-may:50|2026-june:30|2026-july:30,generic_query_inside_local_geo_target,2026-09-03
edinburgh_boiler_installation,Edinburgh,boiler quote,boiler quote,boiler quote,,10,HIGH,69,13.8949,7.4242,15.7186,2025-august:20|2025-september:10|2025-october:10|2025-november:20|2025-december:10|2026-january:20|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
edinburgh_boiler_installation,Edinburgh,gas boiler replacement,gas boiler replacement,gas boiler replacement,,30,LOW,31,0.0000,0.0000,0.0000,2025-august:50|2025-september:30|2025-october:70|2025-november:70|2025-december:10|2026-january:30|2026-february:20|2026-march:20|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
edinburgh_boiler_installation,Edinburgh,boiler finance,boiler finance,boiler finance,,50,HIGH,93,19.0665,0.0000,0.0000,2025-august:10|2025-september:90|2025-october:170|2025-november:140|2025-december:110|2026-january:90|2026-february:50|2026-march:20|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
edinburgh_boiler_installation,Edinburgh,boiler company,boiler company,boiler company,,10,LOW,0,0.0000,0.0000,0.0000,2025-august:20|2025-september:30|2025-october:10|2025-november:20|2025-december:10|2026-january:10|2026-february:20|2026-march:20|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
edinburgh_boiler_installation,Edinburgh,boiler fitters,boiler fitters,boiler fitters,,10,MEDIUM,62,28.9869,0.0000,0.0000,2025-august:40|2025-september:20|2025-october:30|2025-november:40|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
edinburgh_boiler_installation,Edinburgh,worcester boiler installation,worcester boiler installation,worcester boiler installation,,10,HIGH,86,0.0000,0.0000,0.0000,2025-august:0|2025-september:0|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:0|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
edinburgh_boiler_installation,Edinburgh,vaillant boiler installation,vaillant boiler installation,vaillant boiler installation,,10,HIGH,86,14.4226,0.0000,0.0000,2025-august:0|2025-september:0|2025-october:0|2025-november:0|2025-december:10|2026-january:10|2026-february:0|2026-march:0|2026-april:10|2026-may:0|2026-june:0|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
