source_id,source_name,source_type,url,observed_at,status,supports,limitations
S44,Awin content value case analysis,industry-case-study,https://www.awin.com/us/sector-insights/content-value-affiliate,2026-09-03,live-primary,Assisted-value example for a major electronics retailer,Single commercially selected case is not a benchmark
S45,Awin SharkNinja and Blue Light Card interview,public-podcast-transcript,https://www.awin.com/us/awin-win-marketing-podcast/episode/sharkninja-blue-light-card,2026-09-03,live-primary,Advertiser and publisher evidence on exclusive offers versus tenancy,Produced by an affiliate network
S46,Awin Gen3 Marketing and Moonpull interview,public-podcast-transcript,https://www.awin.com/us/awin-win-marketing-podcast/episode/gen3-marketing-moonpull,2026-09-03,live-primary,Agency and tracking evidence on attribution leakage,Produced by an affiliate network
S47,impact.com Q4 publisher buying discussion,public-podcast-transcript,https://impact.com/podcasts/episodes/q4-is-closer-than-you-think/,2026-09-03,live-primary,Fixed fee plus revenue share packaging and campaign records,Produced by a partnership platform
S48,impact.com publisher growth discussion,public-podcast-transcript,https://impact.com/podcasts/episodes/fewer-delays-more-paydays-with-richa-dani/,2026-09-03,live-primary,Media kits paid placements audience segmentation and cash flow,Produced by a partnership platform
S49,idealo UK merchant pricing,platform-pricing,https://partner.idealo.com/partner-idealo-com/uk/pricing,2026-09-03,live-primary,Current standard and category merchant CPC rates,Established platform pricing is not transferable to a new publisher
S50,idealo consumer FAQ,platform-documentation,https://www.idealo.co.uk/magazine/faqs,2026-09-03,live-primary,Merchant payment does not alter organic offer ranking,Platform-authored explanation
S51,Kelkoo merchant feed documentation,platform-documentation,https://docs.kelkoogroup.com/for-publishers/shopping-api-feeds/feeds-merchants,2026-09-03,live-primary,Estimated CPC target cost of sale and traffic-permission fields,Documentation describes an established network
S52,MoneySuperMarket commercial explanation,platform-documentation,https://www.moneysupermarket.com/how-moneysupermarket-works/,2026-09-03,live-primary,Click sale percentage commission and sponsored placement models,Financial comparison is not directly transferable to products
S53,MONY Group Annual Report 2025,annual-report,https://www.monygroup.com/application/files/3417/7304/3833/MONY-Group-plc-Annual-Report-2025.pdf,2026-09-03,live-primary,Tenancy data insight white-label and provider-service evidence,Mature regulated comparison business
S54,Future Annual Report 2025,annual-report,https://futureplc.com/wp-content/uploads/2025/12/Annual-Report-and-Accounts-FY-2025-incl-Notice-of-AGM.pdf,2026-09-03,live-primary,Specialist publishing across advertising affiliate subscriptions leads and events,Mature international publisher economics
S55,Auto Trader Annual Report 2026,annual-report,https://plc.autotrader.co.uk/investors/2026-annual-report/,2026-09-03,live-primary,Dealer consumer and manufacturer revenue architecture,Mature automotive marketplace economics
S56,Auto Trader FY26 results,annual-results,https://plc.autotrader.co.uk/media/etud5vca/full-year-press-release-fy26.pdf,2026-09-03,live-primary,Average retailer revenue and retailer forecourt count,Automotive scale is not a startup benchmark
S57,Google generative AI content guidance,official-documentation,https://developers.google.com/search/docs/fundamentals/using-gen-ai-content?hl=en,2026-09-03,live-primary,"Accuracy quality provenance and Merchant Center labelling for generated text and imagery","Search and feed guidance can change and does not establish traffic"
S58,Google Universal Commerce Protocol announcement,official-platform-announcement,https://blog.google/products/ads-commerce/agentic-commerce-ai-tools-protocol-retailers-platforms/,2026-09-03,live-primary,"Agentic discovery checkout merchant feeds and new conversational-commerce attributes","Initial checkout and Business Agent availability is US focused and platform reported"
S59,OpenAI product discovery announcement,official-platform-announcement,https://openai.com/index/powering-product-discovery-in-chatgpt/,2026-09-03,live-primary,"Conversational product comparison merchant feeds retailer integrations and merchant checkout direction","Platform announcement does not establish UK adoption conversion or publisher compensation"
S60,OpenAI Merchant Feed Terms,official-platform-terms,https://openai.com/policies/merchant-feed-terms-of-service/,2026-09-03,live-primary,"Direct merchant-feed delivery content responsibilities licences and data-quality requirements","Terms establish a distribution route rather than product visibility or sales"
S61,RTINGS About Us,operator-documentation,https://www.rtings.com/company/about-us,2026-09-03,live-primary,"Independent purchase testing retained products laboratories and membership affiliate advertising and licensing revenue","Operator-authored scale and process claims"
S62,RTINGS test benches and scoring system,operator-methodology,https://www.rtings.com/company/test-benches-and-scoring-system,2026-09-03,live-primary,"Category-specific standardised tests versioned methods scoring curves and retesting","Does not disclose category-level cost or commercial return"
S63,RTINGS membership programme revision,operator-announcement,https://www.rtings.com/company/revamping-our-membership-program,2026-09-03,live-primary,"Membership-first access across 28 categories and stated incentive alignment away from affiliate dependence","Operator interpretation of its own incentives and conversion strategy"
S64,Which editorial independence statement,operator-policy,https://www.which.co.uk/about-which/our-statement-of-editorial-independence-aFnFu0X8HMSl,2026-09-03,live-primary,"Product purchase independence advertising exclusion membership scale affiliate commissions and endorsement licensing","Membership figure is an operator statement and changes over time"
S65,Which test-selection policy,operator-methodology,https://www.which.co.uk/about-which/why-we-test-what-we-test-amoEV2R0joh0,2026-09-03,live-primary,"Nearly 4000 products across more than 100 categories and explicit stopping of obsolete or low-interest tests","Does not publish category-level testing economics"
S66,Which Annual Report 2025,annual-report,https://media.product.which.co.uk/prod/files/file/gm-1ece30e6-0c1d-4839-85ff-dc37544931ae-ar-2025-1.pdf,2026-09-03,live-primary,"500063 memberships at June 2025 down 4.1 percent and 3390 products tested","Historic year-end snapshot rather than current trading"
S67,Consumer Reports research and testing,operator-methodology,https://www.consumerreports.org/about-us/what-we-do/research-testing/,2026-09-03,live-primary,"Independent retail purchasing standardised laboratories and more than 30 million dollars expected annual testing spend across 10000-plus products and services","US nonprofit scale is not a startup cost benchmark"
S68,Consumer Reports policies and financials,operator-policy,https://www.consumerreports.org/about-us/policies-and-financials/,2026-09-03,live-primary,"Nonprofit member organisation governance and independence position","Does not isolate product-comparison unit economics"
S69,idealo About Us,operator-documentation,https://www.idealo.co.uk/company/about-us/about-idealo,2026-09-03,live-primary,"Claimed daily visits merchant coverage offer coverage staffing and countries with payment-independent ranking","First-party scale claims and counts can change"
S70,idealo price alerts and history,operator-product,https://www.idealo.co.uk/services/useful-tools/price-alert,2026-09-03,live-primary,"Saved products target-price alerts and twelve-month price history","Does not disclose alert retention or attributable merchant value"
S71,idealo offer-data notice,operator-policy,https://www.idealo.co.uk/legal/please-note,2026-09-03,live-primary,"Multiple daily or supported real-time updates visible timestamps and explicit instruction to recheck merchant details","Freshness process does not guarantee every offer is accurate"
S72,Klarna Annual Report 2022,annual-report,https://owp.klarna.com/legacy/assets/sites/5/2023/02/27204217/2022-Klarna-Holding-AB_Annual-Report_EN.pdf,2026-09-03,live-primary,"PriceRunner acquisition consideration of SEK 4.617 billion and its comparison history review testing payment and delivery assets","Historic acquisition accounting and not current standalone valuation"
S73,Klarna PriceRunner court announcement,company-announcement,https://investors.klarna.com/News--Events/news/news-details/2026/Klarna-has-received-a-favorable-ruling-in-PriceRunner-litigation-awarding-damages-of-1-97-billion-2026-e4mzixyA9j/default.aspx,2026-09-03,live-primary,"First-instance PriceRunner award and strategic rationale for product discovery and high-intent merchant traffic","Interested-party summary; award finality and collection remain unresolved"
S74,Swedish Patent and Market Court PriceRunner judgment summary,court-announcement,https://www.domstol.se/nyheter/2026/07/google-is-to-pay-damages-to-pricerunner/,2026-09-03,live-primary,"Court finding that Google unlawfully favoured its own comparison service and damages awarded to PriceRunner","First-instance decision may be appealed and is not proof of final recovery"
S75,Prisjakt corporate overview,operator-documentation,https://corporate.prisjakt.nu/about-prisjakt/,2026-09-03,live-primary,"Price-comparison markets including the PriceSpy brand and stated transparency position","First-party scope claims without segment economics"
S76,Kelkoo Group company overview,operator-documentation,https://www.kelkoogroup.com/en/our-company/,2026-09-03,live-primary,"Comparison and performance-marketing network evolution staffing and market coverage","First-party company description"
S77,Kelkoo publisher network,operator-commercial,https://www.kelkoogroup.com/en/for-publishers/,2026-09-03,live-primary,"CPC-funded publisher links search and feed integrations across claimed retail campaigns and 29 markets","Sales material does not disclose merchant or publisher cohort economics"
S78,CarGurus 2025 Form 10-K,regulatory-filing,https://www.sec.gov/Archives/edgar/data/1494259/000119312526059435/carg-20251231.htm,2026-09-03,live-primary,"Dealer subscription advertising and finance revenue plus CarOffer wind-down impairments and expenditures","Automotive scale and US economics are not directly transferable"
S79,CarGurus dealer listing products,operator-commercial,https://dealers.cargurus.com/listings,2026-09-03,live-primary,"Tiered listing lead data and market-intelligence products for dealers","Product claims do not disclose dealer-level return"
S80,CarGurus all-in price transparency update,operator-policy,https://dealers.cargurus.com/blog/fee-transparency-update,2026-09-03,live-primary,"Ranking consequence for listings without required fee disclosure","US automotive policy and law differ from UK product comparison"
S81,Reverb billing policy,operator-commercial,https://reverb.com/legal/reverbs-billing-policy,2026-09-03,live-primary,"Current seller-fee and payment-fee structure","Fee schedule alone does not establish volume or profit"
S82,Reverb standalone ownership announcement,operator-announcement,https://reverb.com/de/news/reverb-servco-creator-partners,2026-09-03,live-primary,"June 2025 sale completion and continued standalone specialist marketplace strategy","Buyer and operator announcement does not disclose full transaction economics"
S83,Etsy 2025 Form 10-K,regulatory-filing,https://investors.etsy.com/sec-filings/all-sec-filings/content/0001370637-26-000019/etsy-20251231.htm,2026-09-03,live-primary,"Reverb sale consideration carrying value loss and portfolio-focus rationale","Sale price does not capture all interim cash flows investment or strategic benefit"
S84,Chrono24 About Us,operator-documentation,https://www.chrono24.com/about-us.htm,2026-09-03,live-primary,"Escrow dealer verification proof of ownership authenticity commitment buyer protection and marketplace scale claims","First-party scale and trust claims; category economics undisclosed"
S85,Houzz About Us,operator-documentation,https://www.houzz.com/aboutUs,2026-09-03,live-primary,"Home project inspiration professional network commerce and Houzz Pro evolution","First-party network and product claims"
S86,Houzz Pro pricing,operator-commercial,https://www.houzz.com/houzz-pro/pricing?proType=core,2026-09-03,live-primary,"Current professional software subscription positioning and price","Displayed pricing can vary by market promotion and professional type"
S87,Houzz Terms of Use,operator-terms,https://www.houzz.com/termsOfUse,2026-09-03,live-primary,"Shop Houzz operation by a Cart.com entity under licence including merchant-of-record support and returns","Legal operating allocation does not explain the commercial reason or profitability"
S88,Machinio About,operator-documentation,https://www.machinio.com/about,2026-09-03,live-primary,"Global used-machinery search dealer marketplace and dealer-management software","First-party buyer dealer and inventory claims"
S89,Liquidity Services Machinio acquisition history,company-announcement,https://liquidityservices.com/company/our-history,2026-09-03,live-primary,"2018 acquisition of Machinio to expand used-equipment listing and asset data capabilities","Company history omits detailed current segment economics"
S90,TractorHouse advertising products,operator-commercial,https://www.tractorhouse.com/info/advertising,2026-09-03,live-primary,"Dealer inventory print and digital advertising websites ecommerce auctions and featured listings","Does not publish standard prices or dealer returns"
S91,TractorHouse buyer tools,operator-product,https://www.tractorhouse.com/info/how-to,2026-09-03,live-primary,"Saved searches alerts want-to-buy listings valuation and detailed equipment filters","Does not establish UK liquidity or conversion"
S92,BrickLink About,operator-documentation,https://www.bricklink.com/v3/about.page,2026-09-03,live-primary,"Specialist marketplace community-maintained catalogue Studio design software seller and member scale claims","First-party scale claims and LEGO ownership context"
S93,BrickLink catalogue,operator-product,https://www.bricklink.com/catalog.asp,2026-09-03,live-primary,"Canonical parts sets minifigures inventories relationships and price-guide integration","Live catalogue counts change continuously"
S94,BrickLink price guide methodology,operator-methodology,https://www.bricklink.com/help.asp?helpID=31&viewType=shop,2026-09-03,live-primary,"Actual six-month order history and current-for-sale offer basis for price guidance","Past marketplace trades do not guarantee current value or condition"
S95,BrickLink seller fees,operator-commercial,https://www.bricklink.com/help.asp?helpID=38&viewType=shop,2026-09-03,live-primary,"Tiered marketplace fee based on monthly order totals","Fees do not establish seller contribution or marketplace profit"
S96,Cardmarket terms and catalogue rules,operator-terms,https://www.cardmarket.com/en/FoW/Policies/GeneralTermsAndConditions,2026-09-03,live-primary,"Marketplace commission API canonical product-page listing and counterfeit prohibition","Terms span European markets and do not disclose liquidity by game"
S97,Cardmarket trustee service,operator-policy,https://help.cardmarket.com/en/TrusteeService,2026-09-03,live-primary,"Payment holding tracked-shipment requirements and dispute-risk control","Does not disclose loss rates or service cost"
S98,Discogs database architecture,operator-documentation,https://support.discogs.com/hc/en-us/articles/360008545114-Overview-Of-How-Discogs-Is-Built,2026-09-03,live-primary,"User-built release database with structured fields as the foundation of marketplace identity","Community entry can create correction and governance cost"
S99,Discogs buyer policy,operator-policy,https://support.discogs.com/hc/en-us/articles/14587773391501-Buyer-Policy,2026-09-03,live-primary,"Marketplace boundary where third-party sellers are not pre-screened and Discogs is not the seller or guarantor","Policy does not quantify buyer outcomes or dispute rates"
S100,PCPartPicker About,operator-documentation,https://pcpartpicker.com/about/,2026-09-03,live-primary,"Compatibility-guided bill of materials current multi-retailer pricing history alerts and community sharing","Does not disclose scale revenue or compatibility error rate"
S101,PCPartPicker affiliate disclosure,operator-policy,https://pcpartpicker.com/disclosure/,2026-09-03,live-primary,"Affiliate-funded product with stated separation from reviews benchmarks and product opinions","Self-declared independence and no audited revenue mix"
S102,OutdoorGearLab About,operator-methodology,https://www.outdoorgearlab.com/about,2026-09-03,live-primary,"Retail purchase side-by-side field and laboratory testing retained calibration products and affiliate-only funding","Operator-authored methodology and no public unit economics"
S103,Keepa API documentation,operator-documentation,https://keepa.com/api-docs/,2026-09-03,live-primary,"Paid API for Amazon product data offer and price history alerts deals sellers and product search","Single-platform data dependence and token economics require direct plan validation"
S104,camelcamelcamel About,operator-documentation,https://camelcamelcamel.com/about,2026-09-03,live-primary,"Amazon price history alerts and affiliate-funded model","Amazon-supplied content is subject to change or removal and dependence is concentrated"
S105,Expert Reviews About Us,operator-methodology,https://www.expertreviews.co.uk/about-us,2026-09-03,live-primary,"Hands-on standardised tests affiliate funding editorial independence and category expansion","Operator-authored standards and no public brand economics"
S106,Good Housekeeping About and editorial policies,operator-policy,https://www.goodhousekeeping.com/about/a28971721/about-us-contact-information-masthead/,2026-09-03,live-primary,"Laboratory and expert testing affiliate advertising and independent editorial positioning","US brand policy and no product-review segment economics"
S107,Tom's Guide test and ratings policy,operator-methodology,https://www.tomsguide.com/reference/how-we-test,2026-09-03,live-primary,"Hands-on use category benchmarks rating rules and affiliate disclosure","Future-owned brand economics are not separately reported"
S108,Kimovil smartphone comparison,operator-product,https://www.kimovil.com/en/compare-smartphones,2026-09-03,live-primary,"Smartphone variant and band-aware filtering specifications reviews and multi-store price comparison","Store count is first-party and global offer suitability needs buyer verification"
S109,Future Half Year 2026 results,company-results,https://futureplc.com/investor-news/future-announces-half-year-results/,2026-09-03,live-primary,"Direct advertising growth website-session exposure and new commerce and AI-distribution products","Group-level narrative does not isolate each product-review brand"
S110,Future Full Year 2025 results,company-results,https://futureplc.com/wp-content/uploads/2025/12/Future-plc-2025-FULL-YEAR-RESULTS.pdf,2026-09-03,live-primary,"Signal curated commerce Future+ direct audience Collab creator network and ecommerce diversification metrics","Early operator-reported initiative metrics do not prove mature retention or profit"
S111,Etsy Reverb acquisition announcement,company-announcement,https://investors.etsy.com/news-events/press-releases/detail/115/etsy-to-acquire-reverb-a-leading-online-marketplace-for-new-used-and-vintage-musical-instruments,2026-09-03,live-primary,"2019 agreement to acquire Reverb for 275 million dollars cash and stated specialist-marketplace rationale","Announcement predates completion and does not establish subsequent return"
